Title,Seller,Price,Location,Year,Ran,Engine Type,Transmission,province
Volkswagen Caddy | 2.0 TDI L1H1 BMT Highline,Regeljelease.nl,"260,-",Heel Nederland,2016,142.693 km,Diesel ,Handgeschakeld ,In every province
"Mercedes-Benz Citan | 112 Ambition Automaat , Airco",Regeljelease.nl,"269,-",Heel Nederland,2018,53.871 km,Benzine ,Automaat ,In every province
Mercedes-Benz Citan | 109 CDI,Regeljelease.nl,"259,-",Heel Nederland,2020,48.270 km,Diesel ,Handgeschakeld ,In every province
Ford Transit Connect | 1.6TDCI 96pk L2H1 Airco | 3-zits | Im,Regeljelease.nl,"241,-",Heel Nederland,2016,183.429 km,Diesel ,Handgeschakeld ,In every province
Citroën Jumpy 2.0BlueHDI 180pk Automaat L2H1 Euro6 *Rijklaar,Van der Wal Vans,"308,-",Langerak,2018,152.710 km,Diesel ,Automaat ,Drenthe
Citroën Jumper 2.0BlueHDi 131pk L4H3 XL Euro6 Rijklaar Airco,Van der Wal Vans,"275,-",Langerak,2019,166.604 km,Diesel ,Handgeschakeld ,Drenthe
Volkswagen Crafter 35 2.0TDI 140pk L3H3 (Oude L2H2) Euro6 *R,Van der Wal Vans,"356,-",Langerak,2018,148.226 km,Diesel ,Handgeschakeld ,Drenthe
Iveco Daily 35S16V 160pk L2H2 Nieuw model Euro6 *Rijklaar* A,Van der Wal Vans,"27.900,-",Langerak,2019,76.741 km,Diesel ,Handgeschakeld ,Drenthe
Ford Transit Custom Dubbele-cabine 2.2TDCI 155PK Dubbele,DUTCH Vans,"21.600,-",Barneveld,2015,193.654 km,Diesel ,Handgeschakeld ,Gelderland
Peugeot Expert 1.5BlueHDI 100pk L2H1 Euro6 Airco | Cruise |,Van der Wal Vans,"16.750,-",Langerak,2020,145.163 km,Diesel ,Handgeschakeld ,Drenthe
Ford Transit Connect 1.5TDCI L2H1 100PK Euro6 Airco | Trekha,Van der Wal Vans,"15.750,-",Langerak,2018,96.597 km,Diesel ,Handgeschakeld ,Drenthe
Volkswagen Crafter 35 2.0TDI 100pk L3H3 (Oude L2H2) Euro6 *L,Van der Wal Vans,"29.900,-",Langerak,2018,130.253 km,Diesel ,Handgeschakeld ,Drenthe
Renault Trafic 1.6dCi 126pk Glasresteel L2H1 Euro6 Airco | I,Van der Wal Vans,"373,-",Langerak,2018,77.141 km,Diesel ,Handgeschakeld ,Drenthe
Volkswagen Crafter 35 2.0TDI 140pk L4H3 (Oude L3H2) Euro6 Ai,Van der Wal Vans,"405,-",Langerak,2019,165.800 km,Diesel ,Handgeschakeld ,Drenthe
Ford Transit Custom 2.0TDCI 105pk L2H1 Euro6 Airco | Cruise,Van der Wal Vans,"20.900,-",Langerak,2019,123.187 km,Diesel ,Handgeschakeld ,Drenthe
Ford Transit Custom 2.0TDCI L1H1 Euro6 Airco | Cruise | LED,Van der Wal Vans,"21.900,-",Langerak,2020,88.419 km,Diesel ,Handgeschakeld ,Drenthe
Volkswagen Crafter 35 2.0TDI 140pk L3H3 (Oude L2H2) Euro6 Ai,Van der Wal Vans,"29.900,-",Langerak,2018,91.898 km,Diesel ,Handgeschakeld ,Drenthe
Volkswagen Crafter 35 2.0TDI 140pk L4H3 (Oude L3H2) Euro6 *R,Van der Wal Vans,"29.900,-",Langerak,2018,79.618 km,Diesel ,Handgeschakeld ,Drenthe
Opel Movano 2.3CDTI L3H2 *Post NL inrichting* Euro6 Airco |,Van der Wal Vans,"275,-",Langerak,2019,160.742 km,Diesel ,Handgeschakeld ,Drenthe
Ford Transit Custom 2.0TDCI 170PK Automaat L1H1 Sport Euro6,Van der Wal Vans,"470,-",Langerak,2018,87.093 km,Diesel ,Automaat ,Drenthe
Renault Trafic 2.0dCi 120pk L2H1 Facelift LED Euro6 Airco |,Van der Wal Vans,"20.900,-",Langerak,2020,61.591 km,Diesel ,Handgeschakeld ,Drenthe
"Renault Trafic 1.6dCi MARGE AUTO, GEEN BTW L2H1 Dubbele cabi",Van der Wal Vans,"475,-",Langerak,2016,88.005 km,Diesel ,Handgeschakeld ,Drenthe
MAN TGE 3.140 L4H3 (oude L3H2) 140pk Euro6 Airco | Camera |,Van der Wal Vans,"25.900,-",Langerak,2019,145.606 km,Diesel ,Handgeschakeld ,Drenthe
Mercedes-Benz Vito 111CDI 115pk L3H1 XL Euro6 *Rijklaar* Air,Van der Wal Vans,"324,-",Langerak,2018,166.251 km,Diesel ,Handgeschakeld ,Drenthe
"Citroën Jumpy 2.0BlueHDI **MARGE, GEEN BTW*** 123pk L3H1 XL",Van der Wal Vans,"386,-",Langerak,2017,126.916 km,Diesel ,Handgeschakeld ,Drenthe
"Renault Trafic 1.6dCi MARGE AUTO, GEEN BTW L2H1 Dubbele cabi",Van der Wal Vans,"475,-",Langerak,2016,93.233 km,Diesel ,Handgeschakeld ,Drenthe
Peugeot Expert 2.0BlueHDI 123pk L3H1 XL Euro6 Airco | Extra,Van der Wal Vans,"21.900,-",Langerak,2018,133.994 km,Diesel ,Handgeschakeld ,Drenthe
Renault Master 2.3dCi 136pk Pick up Dubbele cabine open laad,Van der Wal Vans,"28.600,-",Langerak,2021,52.544 km,Diesel ,Handgeschakeld ,Drenthe
Ford Transit Connect 1.5TDCI L1H1 Euro6 *Rijklaar* Airco | T,Van der Wal Vans,"12.900,-",Langerak,2017,103.329 km,Diesel ,Handgeschakeld ,Drenthe
Citroën Jumper 2.2BlueHDi 140pk Pick up Dubbele cabine Euro6,Van der Wal Vans,"29.900,-",Langerak,2021,33.556 km,Diesel ,Handgeschakeld ,Drenthe
Ford Transit Custom 2.0TDCI 131pk L1H1 Euro6 Airco | Cruise,Van der Wal Vans,"19.900,-",Langerak,2019,140.510 km,Diesel ,Handgeschakeld ,Drenthe
Opel Movano 2.2D 140pk L4H2 Euro6 *Fabrieksgarantie* Airco |,Van der Wal Vans,"27.900,-",Langerak,2022,25.616 km,Diesel ,Handgeschakeld ,Drenthe
Opel Vivaro 1.5CDTI L2H1 Euro6 *Fabrieksgarantie* Airco | Cr,Van der Wal Vans,"23.750,-",Langerak,2022,26.210 km,Diesel ,Handgeschakeld ,Drenthe
Volkswagen Caddy | 2.0 TDI L1H1,Regeljelease.nl,"368,-",Heel Nederland,2021,22.150 km,Diesel ,Handgeschakeld ,In every province
Volkswagen Caddy | 2.0 TDI L1H1 BMT Highline,Regeljelease.nl,"260,-",Heel Nederland,2016,142.693 km,Diesel ,Handgeschakeld ,In every province
"Mercedes-Benz Citan | 112 Ambition Automaat , Airco",Regeljelease.nl,"269,-",Heel Nederland,2018,53.871 km,Benzine ,Automaat ,In every province
Mercedes-Benz Citan | 109 CDI,Regeljelease.nl,"259,-",Heel Nederland,2020,48.270 km,Diesel ,Handgeschakeld ,In every province
Ford Transit Custom 2.0TDCI 131pk L1H1 Euro6 Airco | Cruise,Van der Wal Vans,"324,-",Langerak,2019,140.510 km,Diesel ,Handgeschakeld ,Drenthe
Citroën Jumpy 1.6BlueHDI L1H1 Euro6 *Rijklaar* Airco | Navig,Van der Wal Vans,"17.900,-",Langerak,2018,136.729 km,Diesel ,Handgeschakeld ,Drenthe
Peugeot Boxer 2.2BlueHDi 140pk Pick up Dubbele cabine *Fabri,Van der Wal Vans,"29.900,-",Langerak,2021,44.425 km,Diesel ,Handgeschakeld ,Drenthe
Peugeot Boxer 2.2BlueHDi 120pk L1H1 Euro6 Airco | Cruise | D,Van der Wal Vans,"21.900,-",Langerak,2020,37.575 km,Diesel ,Handgeschakeld ,Drenthe
Peugeot Boxer 2.0BlueHDi 130pk L1H1 Euro6 Airco | Camera | P,Van der Wal Vans,"285,-",Langerak,2019,146.852 km,Diesel ,Handgeschakeld ,Drenthe
Mercedes-Benz Citan 109CDI 96pk L1H1 Lang Euro6 *Fabrieksgar,Van der Wal Vans,"289,-",Langerak,2021,73.239 km,Diesel ,Handgeschakeld ,Drenthe
Ford Transit Connect 1.5TDCI L1H1 Euro6 Airco | 3-zits,Van der Wal Vans,"13.900,-",Langerak,2019,175.790 km,Diesel ,Handgeschakeld ,Drenthe
Ford Transit Custom 2.0TDCI 170pk L1H1 Euro6 *Rijklaar* Airc,Van der Wal Vans,"19.750,-",Langerak,2018,152.970 km,Diesel ,Handgeschakeld ,Drenthe
Mercedes-Benz Sprinter 316CDI 163pk L3H2 Automaat Euro6 Airc,Van der Wal Vans,"34.900,-",Langerak,2020,94.032 km,Diesel ,Automaat ,Drenthe
Mercedes-Benz Citan 108CDI L1H1 Lang Euro6 *Rijklaar* Airco,Van der Wal Vans,"275,-",Langerak,2020,28.539 km,Diesel ,Handgeschakeld ,Drenthe
Mercedes-Benz Citan 108CDI L1H1 Lang Euro6 Airco | Cruise,Van der Wal Vans,"16.900,-",Langerak,2020,47.355 km,Diesel ,Handgeschakeld ,Drenthe
Mercedes-Benz Citan 108CDI L1H1 Lang Euro6 Airco | Cruise,Van der Wal Vans,"275,-",Langerak,2020,47.355 km,Diesel ,Handgeschakeld ,Drenthe
Ford Transit Custom 2.0TDCI L1H1 Euro6 *Rijklaar* Airco | Cr,Van der Wal Vans,"22.750,-",Langerak,2020,60.061 km,Diesel ,Handgeschakeld ,Drenthe
Mercedes-Benz Sprinter 317CDI 170pk FULL OPTION L3H2 Euro6 R,Van der Wal Vans,"598,-",Langerak,2021,96.071 km,Diesel ,Handgeschakeld ,Drenthe
Peugeot Boxer 2.0BlueHDi 131pk L2H2 Euro6 *Rijklaar* Airco |,Van der Wal Vans,"20.900,-",Langerak,2019,105.140 km,Diesel ,Handgeschakeld ,Drenthe
Citroën Jumper 2.0BlueHDi L1H1 Euro6 *Rijklaar* Airco | Came,Van der Wal Vans,"243,-",Langerak,2018,156.548 km,Diesel ,Handgeschakeld ,Drenthe
Renault Trafic 1.6dCi 122pk L2H1 Euro6 *Rijklaar* Airco |,Van der Wal Vans,"14.900,-",Langerak,2019,152.357 km,Diesel ,Handgeschakeld ,Drenthe
Peugeot Expert 1.5BlueHDI 100pk L2H1 Euro6 Airco | Cruise |,Van der Wal Vans,"16.750,-",Langerak,2020,145.163 km,Diesel ,Handgeschakeld ,Drenthe
Ford Transit Connect 1.5TDCI L2H1 100PK Euro6 Airco | Trekha,Van der Wal Vans,"15.750,-",Langerak,2018,96.597 km,Diesel ,Handgeschakeld ,Drenthe
Volkswagen Crafter 35 2.0TDI 100pk L3H3 (Oude L2H2) Euro6 *L,Van der Wal Vans,"29.900,-",Langerak,2018,130.253 km,Diesel ,Handgeschakeld ,Drenthe
Renault Trafic 1.6dCi 126pk Glasresteel L2H1 Euro6 Airco | I,Van der Wal Vans,"373,-",Langerak,2018,77.141 km,Diesel ,Handgeschakeld ,Drenthe
Volkswagen Crafter 35 2.0TDI 140pk L4H3 (Oude L3H2) Euro6 Ai,Van der Wal Vans,"405,-",Langerak,2019,165.800 km,Diesel ,Handgeschakeld ,Drenthe
Ford Transit Custom 2.0TDCI 105pk L2H1 Euro6 Airco | Cruise,Van der Wal Vans,"20.900,-",Langerak,2019,123.187 km,Diesel ,Handgeschakeld ,Drenthe
Ford Transit Custom 2.0TDCI L1H1 Euro6 Airco | Cruise | LED,Van der Wal Vans,"21.900,-",Langerak,2020,88.419 km,Diesel ,Handgeschakeld ,Drenthe
Volkswagen Crafter 35 2.0TDI 140pk L3H3 (Oude L2H2) Euro6 Ai,Van der Wal Vans,"29.900,-",Langerak,2018,91.898 km,Diesel ,Handgeschakeld ,Drenthe
Volkswagen Crafter 35 2.0TDI 140pk L4H3 (Oude L3H2) Euro6 *R,Van der Wal Vans,"29.900,-",Langerak,2018,79.618 km,Diesel ,Handgeschakeld ,Drenthe
Opel Movano 2.3CDTI L3H2 *Post NL inrichting* Euro6 Airco |,Van der Wal Vans,"275,-",Langerak,2019,160.742 km,Diesel ,Handgeschakeld ,Drenthe
Ford Transit Custom 2.0TDCI 170PK Automaat L1H1 Sport Euro6,Van der Wal Vans,"470,-",Langerak,2018,87.093 km,Diesel ,Automaat ,Drenthe
Renault Trafic 2.0dCi 120pk L2H1 Facelift LED Euro6 Airco |,Van der Wal Vans,"20.900,-",Langerak,2020,61.591 km,Diesel ,Handgeschakeld ,Drenthe
"Citroën Berlingo | AUTOMAAT 1.6 BlueHDI 100PK L2H1 MARGE, BT",Regeljelease.nl,"211,-",Heel Nederland,2018,127.139 km,Diesel ,Automaat ,In every province
Mercedes-Benz Citan | 109 CDI,Regeljelease.nl,"259,-",Heel Nederland,2020,36.802 km,Diesel ,Handgeschakeld ,In every province
Renault Trafic 2.0 dCi T29 L2H1 DC Airco Cruise PDC €189pm,Finalease.nl,"9.900,-",Heel Nederland,2013,229.452 km,Diesel ,Handgeschakeld ,In every province
Ford Transit Custom 2.0TDCI 131pk L2H1 Euro6 Airco | Cruise,Van der Wal Vans,"321,-",Langerak,2018,135.236 km,Diesel ,Handgeschakeld ,Drenthe
Renault Trafic 1.6dCi 145pk L2H1 Euro6 Airco | Navi | Cruise,Van der Wal Vans,"17.900,-",Langerak,2019,136.614 km,Diesel ,Handgeschakeld ,Drenthe
Renault Master 2.3dCi 130pk Bakwagen + Laadklep Euro6 Airco,Van der Wal Vans,"28.900,-",Langerak,2019,125.883 km,Diesel ,Handgeschakeld ,Drenthe
Volkswagen Caddy 2.0TDI L1H1 Euro6 Airco | Cruisecontrol | L,Van der Wal Vans,"12.500,-",Langerak,2015,151.168 km,Diesel ,Handgeschakeld ,Drenthe
Opel Vivaro 2.0CDTI 120PK L2H1 Euro6 Airco | Bumpers in kleu,Van der Wal Vans,"321,-",Langerak,2019,145.201 km,Diesel ,Handgeschakeld ,Drenthe
Mercedes-Benz Sprinter 316CDI 163pk L2H2 Koelwagen Kerstner,Van der Wal Vans,"649,-",Langerak,2019,133.567 km,Diesel ,Handgeschakeld ,Drenthe
Opel Movano 2.2D 140pk L4H2 Euro6 *Fabrieksgarantie* Airco |,Van der Wal Vans,"29.900,-",Langerak,2022,36.341 km,Diesel ,Handgeschakeld ,Drenthe
Ford Transit Custom 2.0TDCI 130pk L2H1 Euro6 Airco | 2800kg,Van der Wal Vans,"22.900,-",Langerak,2019,92.273 km,Diesel ,Handgeschakeld ,Drenthe
Mercedes-Benz Vito 111CDI L3H1 XL Airco | Sidebars | Camera,Van der Wal Vans,"13.900,-",Langerak,2016,215.092 km,Diesel ,Handgeschakeld ,Drenthe
Opel Vivaro 1.5CDTI L2H1 Euro6 *Fabrieksgarantie* Airco | Cr,Van der Wal Vans,"23.750,-",Langerak,2022,40.186 km,Diesel ,Handgeschakeld ,Drenthe
Renault Master 2.3dCi 150pk Pick up Dubbele cabine open laad,Van der Wal Vans,"28.900,-",Langerak,2021,39.349 km,Diesel ,Handgeschakeld ,Drenthe
Citroën Jumper 2.2BlueHDi 140pk Pick up Dubbele cabine Euro6,Van der Wal Vans,"486,-",Langerak,2021,33.556 km,Diesel ,Handgeschakeld ,Drenthe
Mercedes-Benz Sprinter 316CDI 163pk Bakwagen + Deuren Euro6,Van der Wal Vans,"535,-",Langerak,2019,133.244 km,Diesel ,Handgeschakeld ,Drenthe
Volkswagen Crafter 35 2.0TDI 140pk L5H4 (L4H3) XXL Euro6 Air,Van der Wal Vans,"29.900,-",Langerak,2020,143.681 km,Diesel ,Handgeschakeld ,Drenthe
Renault Master 2.3dCi 136pk Pick up Dubbele cabine open laad,Van der Wal Vans,"26.900,-",Langerak,2020,50.697 km,Diesel ,Handgeschakeld ,Drenthe
Citroën Jumpy 2.0BlueHDI 180pk AUTOMAAT L3H1 XL inrichting E,Van der Wal Vans,"17.900,-",Langerak,2017,142.341 km,Diesel ,Automaat ,Drenthe
Peugeot Expert 1.6BlueHDI L2H1 Euro6 Airco | Imperiaal | Tre,Van der Wal Vans,"17.900,-",Langerak,2018,141.035 km,Diesel ,Handgeschakeld ,Drenthe
Citroën Jumpy 2.0BlueHDI 180pk AUTOMAAT L2H1 Euro6 Airco | N,Van der Wal Vans,"21.900,-",Langerak,2020,106.795 km,Diesel ,Automaat ,Drenthe
Ford Transit Connect 1.6TDCI 96pk L1H1 Airco | 3-Zits | Crui,Van der Wal Vans,"222,-",Langerak,2016,111.420 km,Diesel ,Handgeschakeld ,Drenthe
Renault Master 2.3dCi 136pk Pick up Dubbele cabine open laad,Van der Wal Vans,"29.900,-",Langerak,2021,48.830 km,Diesel ,Handgeschakeld ,Drenthe
Iveco Daily 35S16V AUTOMAAT 160pk L3H2 Euro6 *Rijklaar* Fabr,Van der Wal Vans,"568,-",Langerak,2021,99.870 km,Diesel ,Automaat ,Drenthe
Mercedes-Benz Sprinter 316CDI 163pk Bakwagen + Deuren Euro6,Van der Wal Vans,"486,-",Langerak,2019,166.972 km,Diesel ,Handgeschakeld ,Drenthe
Citroën Jumper 2.0BlueHDi L1H1 Euro6 *Rijklaar* Airco | Navi,Van der Wal Vans,"15.900,-",Langerak,2017,147.208 km,Diesel ,Handgeschakeld ,Drenthe
Citroën Jumpy 2.0BlueHDI 123pk L3H1 XL Dubbel cabine Euro6 *,Van der Wal Vans,"324,-",Langerak,2018,99.372 km,Diesel ,Handgeschakeld ,Drenthe
Toyota ProAce 2.0-4D 120pk L3H1 XL Euro6 *Rijklaar* Airco |,Van der Wal Vans,"22.900,-",Langerak,2020,55.919 km,Diesel ,Handgeschakeld ,Drenthe
Toyota ProAce 2.0D-4D 120PK L3H1 XL Euro6 *Rijklaar* Airco |,Van der Wal Vans,"356,-",Langerak,2020,56.031 km,Diesel ,Handgeschakeld ,Drenthe
Ford Transit Connect 1.5TDCI L1 Euro6 Airco | 3-Zits | Trekh,Van der Wal Vans,"11.900,-",Langerak,2017,141.246 km,Diesel ,Handgeschakeld ,Drenthe
Ford Transit Custom 2.0TDCI 108pk L1H1 Euro6 *Rijklaar* Airc,Van der Wal Vans,"23.700,-",Langerak,2020,46.242 km,Diesel ,Handgeschakeld ,Drenthe
Ford Transit Connect 1.5TDCI 100pk L1H1 Euro6 *Rijklaar* Fac,Van der Wal Vans,"254,-",Langerak,2018,106.036 km,Diesel ,Handgeschakeld ,Drenthe
Iveco Daily 35S16V 160pk L2H2 Euro6 *Rijklaar* Airco | 3500k,Van der Wal Vans,"24.600,-",Langerak,2019,104.457 km,Diesel ,Handgeschakeld ,Drenthe
Ford Transit Connect | 1.5TDCI L2H1 100PK Euro6 Airco | Trek,Regeljelease.nl,"15.750,-",Heel Nederland,2018,96.597 km,Diesel ,Handgeschakeld ,In every province
Volkswagen Caddy Maxi | 2.0,Regeljelease.nl,"243,-",Heel Nederland,2018,97.762 km,Diesel ,Handgeschakeld ,In every province
Citroën Berlingo | 1.6,Regeljelease.nl,"203,-",Heel Nederland,2019,149.317 km,Diesel ,Handgeschakeld ,In every province
Peugeot Boxer 2.0BlueHDi 131pk L4H3 XL Euro6 Airco | Hoogte,Van der Wal Vans,"19.900,-",Langerak,2019,150.832 km,Diesel ,Handgeschakeld ,Drenthe
MAN TGE 3.140 L4H3 (oude L3H2) 140pk Euro6 Camera *Fabrieksg,Van der Wal Vans,"551,-",Langerak,2021,29.298 km,Diesel ,Handgeschakeld ,Drenthe
Citroën Jumpy 2.0BlueHDI 123pk L2H1 Euro6 *Rijklaar* Airco |,Van der Wal Vans,"273,-",Langerak,2019,105.897 km,Diesel ,Handgeschakeld ,Drenthe
Renault Trafic 1.6dCi 123pk L1H1 Euro6 *Rijklaar* Airco | Cr,Van der Wal Vans,"14.900,-",Langerak,2020,110.247 km,Diesel ,Handgeschakeld ,Drenthe
Opel Vivaro 2.0CDTI 123PK L2H1 Euro6 *Rijklaar* Airco | Appl,Van der Wal Vans,"17.900,-",Langerak,2020,134.050 km,Diesel ,Handgeschakeld ,Drenthe
Opel Vivaro 1.6CDTI 116pk L2H1 Koelwagen 0°C Thermoking *Rij,Van der Wal Vans,"529,-",Langerak,2015,72.215 km,Diesel ,Handgeschakeld ,Drenthe
Citroën Jumper 2.0BlueHDi 130pk L2H2 Euro6 *Rijklaar* Airco,Van der Wal Vans,"17.900,-",Langerak,2019,153.362 km,Diesel ,Handgeschakeld ,Drenthe
Iveco Daily | 35C18H 3.0 180 pk Auto Ambulance/ Auto Transpo,Regeljelease.nl,"585,-",Heel Nederland,2021,70.432 km,Diesel ,Handgeschakeld ,In every province
"Renault Master | T45 2.3 dCi 165PK HiAB Autolaadkraan, PTO,",Regeljelease.nl,"715,-",Heel Nederland,2018,37.210 km,Diesel ,Handgeschakeld ,In every province
Volkswagen Crafter 35 2.0TDI 140pk L5H4 (L4H3) XXL Euro6 Air,Van der Wal Vans,"27.900,-",Langerak,2019,142.345 km,Diesel ,Handgeschakeld ,Drenthe
Iveco Daily 35S16V AUTOMAAT 160pk 3500kg Trekhaak L3H2 Euro6,Van der Wal Vans,"584,-",Langerak,2021,53.427 km,Diesel ,Automaat ,Drenthe
Citroën Jumper 2.2BlueHDi 130pk L2H2 Airco | Cruise | 3-zits,Van der Wal Vans,"15.900,-",Langerak,2015,154.556 km,Diesel ,Handgeschakeld ,Drenthe
Ford Transit Custom 2.0TDCI L1H1 Euro6 Airco | Cruise | LED,Van der Wal Vans,"321,-",Langerak,2018,95.587 km,Diesel ,Handgeschakeld ,Drenthe
Ford Transit Custom 2.0TDCI 131pk L2H1 Euro6 Airco | Cruise,Van der Wal Vans,"321,-",Langerak,2018,135.236 km,Diesel ,Handgeschakeld ,Drenthe
Renault Trafic 1.6dCi 145pk L2H1 Euro6 Airco | Navi | Cruise,Van der Wal Vans,"17.900,-",Langerak,2019,136.614 km,Diesel ,Handgeschakeld ,Drenthe
Renault Master 2.3dCi 130pk Bakwagen + Laadklep Euro6 Airco,Van der Wal Vans,"28.900,-",Langerak,2019,125.883 km,Diesel ,Handgeschakeld ,Drenthe
Volkswagen Caddy 2.0TDI L1H1 Euro6 Airco | Cruisecontrol | L,Van der Wal Vans,"12.500,-",Langerak,2015,151.168 km,Diesel ,Handgeschakeld ,Drenthe
Opel Vivaro 2.0CDTI 120PK L2H1 Euro6 Airco | Bumpers in kleu,Van der Wal Vans,"321,-",Langerak,2019,145.201 km,Diesel ,Handgeschakeld ,Drenthe
Mercedes-Benz Sprinter 316CDI 163pk L2H2 Koelwagen Kerstner,Van der Wal Vans,"649,-",Langerak,2019,133.567 km,Diesel ,Handgeschakeld ,Drenthe
Opel Movano 2.2D 140pk L4H2 Euro6 *Fabrieksgarantie* Airco |,Van der Wal Vans,"29.900,-",Langerak,2022,36.341 km,Diesel ,Handgeschakeld ,Drenthe
Ford Transit Custom 2.0TDCI 130pk L2H1 Euro6 Airco | 2800kg,Van der Wal Vans,"22.900,-",Langerak,2019,92.273 km,Diesel ,Handgeschakeld ,Drenthe
Mercedes-Benz Vito 111CDI L3H1 XL Airco | Sidebars | Camera,Van der Wal Vans,"13.900,-",Langerak,2016,215.092 km,Diesel ,Handgeschakeld ,Drenthe
Opel Vivaro 1.5CDTI L2H1 Euro6 *Fabrieksgarantie* Airco | Cr,Van der Wal Vans,"23.750,-",Langerak,2022,40.186 km,Diesel ,Handgeschakeld ,Drenthe
Renault Master 2.3dCi 150pk Pick up Dubbele cabine open laad,Van der Wal Vans,"28.900,-",Langerak,2021,39.349 km,Diesel ,Handgeschakeld ,Drenthe
Citroën Jumper 2.2BlueHDi 140pk Pick up Dubbele cabine Euro6,Van der Wal Vans,"486,-",Langerak,2021,33.556 km,Diesel ,Handgeschakeld ,Drenthe
Mercedes-Benz Sprinter 316CDI 163pk Bakwagen + Deuren Euro6,Van der Wal Vans,"535,-",Langerak,2019,133.244 km,Diesel ,Handgeschakeld ,Drenthe
Volkswagen Crafter 35 2.0TDI 140pk L5H4 (L4H3) XXL Euro6 Air,Van der Wal Vans,"29.900,-",Langerak,2020,143.681 km,Diesel ,Handgeschakeld ,Drenthe
Renault Master 2.3dCi 136pk Pick up Dubbele cabine open laad,Van der Wal Vans,"26.900,-",Langerak,2020,50.697 km,Diesel ,Handgeschakeld ,Drenthe
Citroën Jumpy 2.0BlueHDI 180pk AUTOMAAT L3H1 XL inrichting E,Van der Wal Vans,"17.900,-",Langerak,2017,142.341 km,Diesel ,Automaat ,Drenthe
Volkswagen Caddy Maxi | 2.0,Regeljelease.nl,"243,-",Heel Nederland,2018,97.762 km,Diesel ,Handgeschakeld ,In every province
Citroën Berlingo | 1.6,Regeljelease.nl,"203,-",Heel Nederland,2019,149.317 km,Diesel ,Handgeschakeld ,In every province
Ford Transit Connect | 1.5 TDCI L2H1,Regeljelease.nl,"248,-",Heel Nederland,2017,116.451 km,Diesel ,Handgeschakeld ,In every province
Opel Combo | 1.5D L2H1 Edition,Regeljelease.nl,"276,-",Heel Nederland,2019,59.976 km,Diesel ,Handgeschakeld ,In every province
Renault Trafic 2.0 DCI 66KW DC 2012 Airco Cruise Trekhaak,Daan,"8.000,-",Haaren,2012,156.000 km,Diesel ,Handgeschakeld ,Noord-Brabant
Volkswagen Golf VII 1.4 TSI 125pk 7-DSG 5D Digital Cockpit,Dilovan,"18.450,-",Enschede,2018,76.000 km,Benzine ,Automaat ,Overijssel
Mercedes E Klasse E200 Combi 184 PK AUT 2007 Grijs Facelift,D.H.S.,"7.950,-",Lageland,2007,222.240 km,Benzine ,Automaat ,Groningen
Ford Tourneo Connect Overig Titanium 1.5TDCI 100PK  NL,DUTCH Vans,"16.800,-",Barneveld,2018,60.177 km,Diesel ,Handgeschakeld ,Gelderland
Volkswagen Passat Variant GTE 1.4 TSI 218 PK DSG Business |,Van den Brug Heerenveen,"38.900,-",Heerenveen,2020,43.800 km,Overige brandstoffen ,Automaat ,Fryslân
Volkswagen Tiguan R-Line 1.4 TSI 245 PK eHybrid | LED IQ | B,Van den Brug Heerenveen,"54.900,-",Heerenveen,2022,10.513 km,Overige brandstoffen ,Automaat ,Fryslân
Renault Trafic 1.6 dCi T29 L2H1 Formula Edition DC €374pm,Finalease.nl,"22.900,-",Heel Nederland,2017,161.324 km,Diesel ,Handgeschakeld ,In every province
Volkswagen Polo AUTOMAAT 1.0 TSI 95 PK DSG R-Line | Panorama,Van den Brug Heerenveen,"26.490,-",Heerenveen,2021,12.423 km,Benzine ,Automaat ,Fryslân
Volkswagen Polo GTI 2.0 TSI 207 PK AUTOMAAT DSG | LED | 18 I,Van den Brug Heerenveen,"29.900,-",Heerenveen,2021,10.302 km,Benzine ,Automaat ,Fryslân
Volkswagen Polo 1.0 MPI Comfortline | Airco | Stoelverwarmin,Van den Brug Heerenveen,"14.890,-",Heerenveen,2018,35.998 km,Benzine ,Handgeschakeld ,Fryslân
Opel Combo 1.3 CDTi L1H1 Airco Navi Lat-om-Lat St/Stop €154,Hans Automotive,"8.950,-",Emmen,2017,122.262 km,Diesel ,Handgeschakeld ,Overijssel
Skoda ENYAQ iV 80 Sportline | Panoramadak | Elektrische acht,Van den Brug Heerenveen,"62.900,-",Heerenveen,2023,50 km,Elektrisch ,Automaat ,Fryslân
Volkswagen ID.3 Pro Performance 204 PK 58 kWh | LED IQ | Sto,Van den Brug Heerenveen,"33.900,-",Heerenveen,2020,18.735 km,Elektrisch ,Automaat ,Fryslân
Audi Q5 Sportback S-Line 45 TFSI 265 PK QUATTRO | LED | Bang,Van den Brug Heerenveen,"77.900,-",Heerenveen,2022,13.995 km,Benzine ,Automaat ,Fryslân
Volkswagen ID.3 Pro S 77 kWh | LED IQ | Ergo Stoel | Head-Up,Van den Brug Heerenveen,"45.490,-",Heerenveen,2021,36.443 km,Elektrisch ,Automaat ,Fryslân
Peugeot Expert Dubbele-cabine 2.0BlueHDI 180PK Automaat Long,DUTCH Vans,"29.800,-",Barneveld,2020,80.508 km,Diesel ,Automaat ,Gelderland
Volkswagen Golf R-Line 1.5 eTSI 150 PK DSG | LED | Achteruit,Van den Brug Heerenveen,"37.900,-",Heerenveen,2022,13.696 km,Benzine ,Automaat ,Fryslân
