Make,Model,Price,Year,Ran,Engine Type,Transmission,Location,Province,Seller,Title
renault,master,34508,2019 ,134779.0,Diesel ,Handgeschakeld ,IJsselstein,Utrecht,DTC Lease,"renault master | bestelwagen| occasions| v.a. €345,08 p.m."
porsche,panamera,25650,2011 ,212443.0,Diesel ,Automaat ,Nieuw-Amsterdam,Drenthe,Gert's Speedhouse,porsche panamera 3.0 diesel tiptronic s 2011 zwart
volkswagen,crafter,21850,2018 ,125219.0,Diesel ,Handgeschakeld ,Vaassen,Gelderland,Dethi Vans,volkswagen crafter 2.0tdi 140pk l3h3 carplay / cruisecontrol
ford,transit,356,2019 ,107576.0,Diesel ,Automaat ,Heel Nederland,In every province,Regeljelease.nl,ford transit connect | 1.5tdci 120pk automaat l2h1 euro6 air
mercedes,citan,8350,2013 ,170346.0,Diesel ,Handgeschakeld ,Vaassen,Gelderland,Dethi Vans,mercedes-benz citan 109cdi blueefficiency / airconditioning
ford,transit,21900,2019 ,107576.0,Diesel ,Automaat ,Heel Nederland,In every province,Regeljelease.nl,ford transit connect | 1.5tdci 120pk automaat l2h1 euro6 air
volkswagen,caddy,184,2016 ,148838.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,volkswagen caddy maxi | 2.0 tdi highline l2h1
ford,transit,23850,2018 ,145021.0,Diesel ,Automaat ,Vaassen,Gelderland,Dethi Vans,ford transit custom 2.0tdci 130pk automaat / navigatie / cam
ford,transit,256,2018 ,96597.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,ford transit connect | 1.5tdci l2h1 100pk euro6 airco | trek
ford,mondeo,21909,2018 ,83477.0,Hybride Elektrisch/Benzine ,Automaat ,Breda,Noord-Brabant,Vaartland,ford mondeo 2.0 ivct hev vignale aut. [ schuif/kantel dak le
ford,transit,210,2017 ,92386.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,ford transit connect | 1.5 tdci l1h1
volkswagen,golf,4750,2011 ,159740.0,Diesel ,Handgeschakeld ,Vaassen,Gelderland,HSV Auto's,volkswagen golf 1.6 tdi bluemotion technology highl. 2011 bl
mercedes,citan,225,2020 ,51821.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,mercedes-benz citan | 109 cdi
mercedes,h3,29900,2009 ,51433.0,Diesel ,Automaat ,Barneveld,Gelderland,Dutchvans.com,mercedes-benz sprinter h3 l4 diesel automaat 2009 grijs
volkswagen,crafter,33900,2021 ,29298.0,Diesel ,Handgeschakeld ,Langerak,Drenthe,Van der Wal Vans,volkswagen crafter 3.140 l4h3 (oude l3h2) 140pk euro6 rijkla
mercedes,h2,14700,2012 ,230520.0,Diesel ,Automaat ,Heel Nederland,In every province,Action Lease,mercedes-benz sprinter l2 h2 2012 €224 per maand
bmw,330e,37945,2020 ,26140.0,Hybride Elektrisch/Benzine ,Automaat ,Apeldoorn,Gelderland,Vaartland,bmw 3-serie 330e high executive [ live cockpit plus full led
volkswagen,caddy,264,2015 ,116429.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,volkswagen caddy | 2.0 tdi l2h1 bmt maxi / dubbele laadvloer
volkswagen,golf,7950,2010 ,174000.0,Benzine ,Automaat ,Almelo,Overijssel,Platenkamp,volkswagen golf 1.4 tsi 118kw dsg 2010 grijs
volkswagen,caddy,203,2018 ,146303.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,volkswagen caddy maxi | 2.0
mercedes,i,17500,2016 ,85000.0,CNG (Aardgas) ,Automaat ,Langerak,Drenthe,Van der Wal Vans,mercedes-benz sprinter 316ngt automaat l3h2 euro6 *post nl i
ford,transit,301,2016 ,124737.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,ford transit connect | 1.6tdci 96pk l2h1 navigatie | camera
maserati,levante,58775,2017 ,106813.0,Benzine ,Automaat ,Bennekom,Gelderland,Autobedrijf Westri,maserati levante 3.0 v6 s awd | luxe leder | limited edition
ford,transit,242,2016 ,125711.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,ford transit connect |
mercedes,citan,194,2019 ,33862.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,mercedes-benz citan |
volkswagen,golf,39999,2018 ,62403.0,Benzine ,Automaat ,Lemmer,Fryslân,A6_nl,volkswagen golf 2.0 tsi 4motion r 310pk dsg automaat akrapov
volkswagen,golf,39999,2018 ,59115.0,Benzine ,Automaat ,Lemmer,Fryslân,A6_nl,volkswagen golf 2.0 tsi 4motion r performance 310pk dsg auto
ford,transit,385,2018 ,145021.0,Diesel ,Automaat ,Vaassen,Gelderland,Dethi Vans,ford transit custom 2.0tdci 130pk automaat / navigatie / cam
ford,transit,24850,2018 ,116591.0,Diesel ,Automaat ,Vaassen,Gelderland,Dethi Vans,ford transit custom 2.0tdci 170pk automaat lang (bj 2018)
volkswagen,caddy,253,2016 ,154374.0,Diesel ,Automaat ,Heel Nederland,In every province,Regeljelease.nl,volkswagen caddy | 2.0 tdi l1h1
ford,ranger,780,2021 ,55055.0,Diesel ,Automaat ,Heel Nederland,In every province,Regeljelease.nl,ford ranger | raptor 213 pk 4wd 10 traps aut!
peugeot,expert,15850,2018 ,109948.0,Diesel ,Handgeschakeld ,Vaassen,Gelderland,Dethi Vans,peugeot expert 2.0bluehdi 150pk lang / navigatie / aircondit
renault,master,20850,2019 ,54657.0,Diesel ,Handgeschakeld ,Vaassen,Gelderland,Dethi Vans,renault master 2.3dci 130pk l3h2 airconditioning / cruisecon
ford,transit,248,2017 ,116451.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,ford transit connect | 1.5 tdci l2h1
ford,transit,15350,2016 ,94501.0,Diesel ,Handgeschakeld ,Vaassen,Gelderland,Dethi Vans,ford transit connect 1.6tdci 96pk lang 3pers / cruisecontrol
ford,transit,17850,2019 ,80684.0,Diesel ,Handgeschakeld ,Vaassen,Gelderland,Dethi Vans,ford transit connect 1.5 ecoblue 100pk 3pers / airconditioni
opel,vivaro,239,2017 ,134949.0,Diesel ,Handgeschakeld ,Vaassen,Gelderland,Dethi Vans,opel vivaro 1.6cdti 125pk lang / airconditioning / cruisecon
renault,trafic,289,2018 ,97012.0,Diesel ,Handgeschakeld ,Vaassen,Gelderland,Dethi Vans,renault trafic 1.6dci 125pk l1h1 black edition / camera / na
opel,combo,276,2019 ,59976.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,opel combo | 1.5d l2h1 edition
renault,trafic,17850,2018 ,97012.0,Diesel ,Handgeschakeld ,Vaassen,Gelderland,Dethi Vans,renault trafic 1.6dci 125pk l1h1 black edition / camera / na
ford,transit,299,2019 ,80684.0,Diesel ,Handgeschakeld ,Vaassen,Gelderland,Dethi Vans,ford transit connect 1.5 ecoblue 100pk 3pers / airconditioni
volkswagen,transporter,17850,2018 ,116679.0,Diesel ,Handgeschakeld ,Vaassen,Gelderland,Dethi Vans,volkswagen transporter 2.0tdi 140pk lang / airconditioning /
ford,transit,183,2017 ,133964.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,ford transit connect | 1.5 tdci trend e6 cruise/ carplay/ na
mercedes,vito,20850,2017 ,227225.0,Diesel ,Automaat ,Vaassen,Gelderland,Dethi Vans,mercedes-benz vito 114cdi lang 7g-tronic / navigatie / camer
opel,vivaro,228,2016 ,148309.0,Diesel ,Handgeschakeld ,Vaassen,Gelderland,Dethi Vans,opel vivaro 1.6cdti 115pk lang edition / cruisecontrol / air
peugeot,expert,44000,2021 ,27000.0,Diesel ,Automaat ,Nieuwegein,Utrecht,Jorgos konstantinou,peugeot expert sport - dubbele cabine
opel,vivaro,15850,2016 ,148309.0,Diesel ,Handgeschakeld ,Vaassen,Gelderland,Dethi Vans,opel vivaro 1.6cdti 115pk lang edition / cruisecontrol / air
volkswagen,caddy,297,2017 ,77027.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,volkswagen caddy | 2.0 tdi l1h1 bmt comfortline
ford,transit,32850,2021 ,38669.0,Diesel ,Handgeschakeld ,Vaassen,Gelderland,Dethi Vans,ford transit custom 2.0tdci lang raptor edition cruisecontro
ford,transit,458,2021 ,36899.0,Diesel ,Handgeschakeld ,Vaassen,Gelderland,Dethi Vans,ford transit custom 2.0tdci 130pk lang / camera / carplay /
ford,transit,28850,2021 ,36899.0,Diesel ,Handgeschakeld ,Vaassen,Gelderland,Dethi Vans,ford transit custom 2.0tdci 130pk lang / camera / carplay /
mercedes,citan,248,2019 ,94377.0,Diesel ,Handgeschakeld ,Vaassen,Gelderland,Dethi Vans,mercedes-benz citan 109cdi blueefficiency / 3-persoons airco
opel,combo,269,2020 ,150382.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,opel combo | 1.5d l2h1 edition / 102 pk / navigatie / cruise
mercedes,citan,15850,2019 ,94377.0,Diesel ,Handgeschakeld ,Vaassen,Gelderland,Dethi Vans,mercedes-benz citan 109cdi blueefficiency / 3-persoons airco
renault,clio,9500,2016 ,88121.0,Benzine ,Handgeschakeld ,Rotterdam,Zuid-Holland,Jay,renault clio energy 0.9 tce limited 90pk 2016 zwart
ford,transit,18900,2020 ,45333.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,ford transit connect | 1.5tdci 100pk l2h1 trend euro6 *rijkl
renault,master,11900,2016 ,265107.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,renault master bestelbus 2.3dci 165pk l3h2 maxi dubbel lucht
bmw,m2,44995,2017 ,118153.0,Benzine ,Automaat ,Bennekom,Gelderland,Autobedrijf Westri,bmw 2-serie coupé m2 3.0 dct | carbon | sport uitlaat | fac
audi,a6,38995,2015 ,163209.0,Diesel ,Automaat ,Langweer,Fryslân,Geanne de Jong,audi a6 3.0 tdi bit av q t-tr8 240kw 2015 grijs
volkswagen,caddy,297,2017 ,77027.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,volkswagen caddy | 2.0 tdi l1h1 bmt comfortline
mercedes,200,16950,2012 ,184345.0,Benzine ,Automaat ,Nijkerk,Gelderland,Autobedrijf van Schijndel,mercedes-benz a-klasse 200 night edition | automt. | pano. d
opel,combo,269,2020 ,150382.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,opel combo | 1.5d l2h1 edition / 102 pk / navigatie / cruise
audi,a4,3500,2006 ,307444.0,Benzine ,Automaat ,Broek op Langedijk,Noord-Holland,Alro,audi a4 2.0 96kw avant aut 2006 grijs
ford,transit,18900,2020 ,45333.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,ford transit connect | 1.5tdci 100pk l2h1 trend euro6 *rijkl
ford,transit,18900,2019 ,159648.0,Diesel ,Handgeschakeld ,Langerak,Drenthe,Van der Wal Vans,ford transit custom 2.0tdci 105pk l1h1 euro6 airco | cruise
volvo,v60,11950,2015 ,237000.0,Diesel ,Automaat ,Meerlo,Limburg,Cornelissen,volvo v60 - d4 2.0 summum automaat (inclusief winterbanden)
mercedes,108,228,2019 ,68533.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,mercedes-benz citan 108 cdi blueefficiency
mercedes,vito,528,2017 ,67400.0,Diesel ,Automaat ,Veenendaal,Utrecht,ROS finance,mercedes-benz vito 114 cdi lang dc automaat | camera | achte
ford,transit,326,2018 ,158364.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,ford transit custom 320 2.0 tdci 130 pk trend l2 topper/ 2.8
volkswagen,transporter,484,2016 ,155645.0,Diesel ,Automaat ,Veenendaal,Utrecht,ROS finance,"volkswagen transporter 2.0 tdi l2h1 dc automaat, 6 zitter, a"
ford,transit,13900,2017 ,125901.0,Diesel ,Handgeschakeld ,Langerak,Drenthe,Van der Wal Vans,ford transit connect 1.5tdci 100pk l1h1 euro6 *rijklaar* air
audi,a4,29495,2018 ,80993.0,Benzine ,Automaat ,Zwijndrecht,Zuid-Holland,Ames Zwijndrecht,audi a4 avant 1.4 tfsi 150pk sport s line black edition
ford,transit,211,2017 ,199099.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,ford transit custom 2.0 tdci dubbele cabine euro 6 - airco -
ford,transit,225,2017 ,179964.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,ford transit custom 270 2.0 tdci l1h1 trend
renault,trafic,400,2021 ,23356.0,Diesel ,Automaat ,Veenendaal,Utrecht,ROS finance,renault trafic 2.0 dci 145pk e6 automaat t29 l2h1 | airco |
ford,transit,242,2016 ,125711.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,ford transit connect |
mercedes,sprinter,724,2020 ,80000.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,mercedes-benz sprinter | 319cdi 6 cil l3h2 airco navi cruise
peugeot,164,390,2017 ,101686.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,peugeot boxer | 2.0 bluehdi | l3h2 | 164 pk | bakwagen met l
opel,combo,200,2016 ,103422.0,Diesel ,Handgeschakeld ,Langerak,Drenthe,Van der Wal Vans,opel combo 1.3cdti 90pk l2h1 *rijklaar* airco | dakdragers |
volkswagen,crafter,18700,2015 ,184361.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,volkswagen crafter bestelbus 2.0tdi 164pk l2h2
audi,a3,24995,2019 ,59801.0,Benzine ,Automaat ,Zwijndrecht,Zuid-Holland,Ames Zwijndrecht,audi a3 sportback 30 tfsi 116pk s-tronic sport | navigatie |
mercedes,vito,407,2018 ,172645.0,Diesel ,Automaat ,Veenendaal,Utrecht,ROS finance,mercedes-benz vito 5-pers 114 cdi autom. lang dc comfort dub
ford,transit,242,2016 ,125711.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,ford transit connect |
volkswagen,golf,24495,2020 ,45800.0,Benzine ,Handgeschakeld ,Zwijndrecht,Zuid-Holland,Ames Zwijndrecht,volkswagen golf variant 1.5 tsi 150pk comforttline | navigat
renault,trafic,408,2020 ,52403.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,renault trafic 2.0 dci 120pk l2 | work edition | dubbele cab
ford,transit,311,2016 ,104456.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,ford transit 2.2 tdci | 126 pk | a/c | cruise | camera | sch
mercedes,citan,194,2019 ,33862.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,mercedes-benz citan |
peugeot,partner,144,2016 ,187000.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,peugeot partner 122 1.6 hdi l2 premiere | airco | cruise | s
opel,h1,264,2016 ,104091.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,opel vivaro 1.6 cdti l2 h1 airco trekhaak imperiaal trap
renault,trafic,471,2021 ,56220.0,Diesel ,Automaat ,Veenendaal,Utrecht,ROS finance,renault trafic 170 pk l2h1 luxe dc - euro 6 - automaat - vkb
volkswagen,caddy,253,2016 ,154374.0,Diesel ,Automaat ,Heel Nederland,In every province,Regeljelease.nl,volkswagen caddy | 2.0 tdi l1h1
seat,mii,11495,2019 ,43027.0,Benzine ,Handgeschakeld ,Zwijndrecht,Zuid-Holland,Ames Zwijndrecht,seat mii 1.0 60pk style intense | (bj 2019)
mercedes,sprinter,589,2021 ,74151.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,mercedes-benz sprinter 316cdi 163pk l3h2 euro6 *rijklaar* ai
peugeot,expert,24850,2018 ,147612.0,Diesel ,Automaat ,Vaassen,Gelderland,Dethi Vans,peugeot expert 2.0bluehdi 180pk xl automaat / navigatie / ca
renault,trafic,239,2016 ,138990.0,Diesel ,Handgeschakeld ,Vaassen,Gelderland,Dethi Vans,renault trafic 1.6dci 120pk lang edition / airconditioning /
ford,transit,242,2016 ,159928.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,ford transit connect |
renault,trafic,15850,2016 ,138990.0,Diesel ,Handgeschakeld ,Vaassen,Gelderland,Dethi Vans,renault trafic 1.6dci 120pk lang / navigatie / camera / airc
renault,master,396,2021 ,50624.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,renault master 2.3 dci l1h1 | 150 pk | a/c | cruise | pdc |
ford,transit,229,2016 ,56099.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,ford transit courier 1.5 tdci trend 95 pk bestel | climatron
mercedes,200,28995,2018 ,139854.0,Benzine ,Automaat ,Bennekom,Gelderland,Autobedrijf Westri,mercedes-benz a-klasse 200 launch edition premium plus | amg
ford,transit,235,2019 ,128326.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,ford transit connect | 1.5 ecoblue l1h1
mazda,cx-5,432,2018 ,31140.0,Benzine ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,"mazda cx-5 2.0 165pk ts+ i-activesense trekhaak 19"" allseaso"
volkswagen,arteon,29995,2019 ,103229.0,Benzine ,Automaat ,Zwijndrecht,Zuid-Holland,Ames Zwijndrecht,volkswagen arteon 1.5tsi 150pk dsg-7 business r | koplampver
ford,100,162,2017 ,144996.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,ford transit connect | 1.5 tdci 100 pk cruise/ pdc/ trekhaak
opel,combo,200,2016 ,103422.0,Diesel ,Handgeschakeld ,Langerak,Drenthe,Van der Wal Vans,opel combo 1.3cdti 90pk l2h1 *rijklaar* airco | dakdragers |
ford,tourneo,16800,2018 ,60177.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,ford tourneo connect overig titanium 1.5tdci 100pk  nl
ford,transit,18600,2019 ,212222.0,Diesel ,Automaat ,Barneveld,Gelderland,DUTCH Vans,ford transit custom bestelbus 2.0tdci 130pk automaat limited
ford,transit,276,2018 ,147091.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,ford transit custom 2.0tdci l2h1 euro6 airco | trekhaak | cr
volkswagen,golf,33995,2021 ,27500.0,Benzine ,Handgeschakeld ,Zwijndrecht,Zuid-Holland,Ames Zwijndrecht,volkswagen golf 1.5 tsi 130pk r-line | 18 inch | navigatie |
volkswagen,golf,25995,2019 ,71286.0,Benzine ,Automaat ,Zwijndrecht,Zuid-Holland,Ames Zwijndrecht,volkswagen golf variant 1.5tsi 150pk highline r-line | adapt
peugeot,partner,157,2017 ,100939.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,peugeot partner | 122 1.6 bluehdi l1h1
renault,megane,265,2017 ,102834.0,Benzine ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,renault megane estate 1.2 tce gt-line 131pk | led koplampen
volvo,xc40,604,2022 ,11374.0,Benzine ,Automaat ,Veenendaal,Utrecht,ROS finance,volvo xc40 t3 momentum pro | aut | acc | camera | keyless |
mercedes,sprinter,516,2019 ,53809.0,Diesel ,Automaat ,Veenendaal,Utrecht,ROS finance,mercedes-benz sprinter 314 cdi 140pk automaat l2h2 airco cru
ford,transit,259,2019 ,96041.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,ford transit connect | 1.5
volkswagen,caddy,19850,2017 ,90280.0,Diesel ,Handgeschakeld ,Vaassen,Gelderland,Dethi Vans,volkswagen caddy 2.0tdi 150pk dv-edition / lederen bekleding
renault,trafic,15850,2015 ,117514.0,Diesel ,Handgeschakeld ,Vaassen,Gelderland,Dethi Vans,renault trafic 1.6dci 120pk lang / 2x schuifdeur / navigatie
ford,transit,270,2018 ,100499.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,ford transit connect 1.5 tdci l1 economy edition | trekhaak
volkswagen,caddy,239,2015 ,131584.0,Diesel ,Handgeschakeld ,Vaassen,Gelderland,Dethi Vans,volkswagen caddy 1.6tdi 102pk c-edition / airconditioning /
ford,transit,13900,2017 ,125901.0,Diesel ,Handgeschakeld ,Langerak,Drenthe,Van der Wal Vans,ford transit connect 1.5tdci 100pk l1h1 euro6 *rijklaar* air
volvo,v60,336,2016 ,167212.0,Overige brandstoffen ,Automaat ,Veenendaal,Utrecht,ROS finance,volvo v60 2.4 d5 twin engine plug-in hybrid i afn.trekhaak i
volvo,v60,443,2019 ,106643.0,Diesel ,Automaat ,Veenendaal,Utrecht,ROS finance,volvo v60 d4 190 pk automaat inscription | adapt. cruise | l
volkswagen,caddy,14850,2015 ,131584.0,Diesel ,Handgeschakeld ,Vaassen,Gelderland,Dethi Vans,volkswagen caddy 1.6tdi 102pk c-edition / cruisecontrol / ai
mini,mini,19350,2014 ,107215.0,Benzine ,Automaat ,Vaassen,Gelderland,Dethi Vans,mini mini 2.0 coopers 192pk automaat / leder / cruisecontrol
peugeot,100,178,2019 ,143132.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,peugeot partner 1.6 100 pk bluehdi premium |
nissan,nv200,7850,2013 ,120607.0,Diesel ,Handgeschakeld ,Vaassen,Gelderland,Dethi Vans,nissan nv200 1.5dci / cuisecontrol / camera (bj 2013)
ford,transit,259,2019 ,124930.0,Diesel ,Handgeschakeld ,Vaassen,Gelderland,Dethi Vans,ford transit connect 1.5 ecoblue 100pk lang / cruisecontrol
peugeot,boxer,475,2022 ,10.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,peugeot boxer 335 2.0 bluehdi l2h2 premium 140pk - airco - c
ford,transit,15950,2019 ,124930.0,Diesel ,Handgeschakeld ,Vaassen,Gelderland,Dethi Vans,ford transit connect 1.5ecoblue 100pk lang / imperiaal / cru
toyota,yaris,546,2023 ,100.0,Overige brandstoffen ,Automaat ,Veenendaal,Utrecht,ROS finance,toyota yaris cross 1.5 hybrid adventure *nieuw uit voorraad
volkswagen,taigo,404,2023 ,1041.0,Benzine ,Automaat ,Veenendaal,Utrecht,ROS finance,volkswagen taigo 1.0 tsi 111 pk aut. life digi. dash. carpla
opel,vivaro,21750,2021 ,45034.0,Diesel ,Handgeschakeld ,Langerak,Drenthe,Van der Wal Vans,opel vivaro 2.0cdti 123pk l2h1 euro6 airco | apple carplay |
volkswagen,caddy,243,2015 ,156573.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,volkswagen caddy | 1.6 tdi | airco | navigatie | pdc | multi
renault,master,47700,2022 ,363.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,renault master laadklep 2.3dci 145pk biturbo lowliner
volkswagen,caddy,210,2017 ,75755.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,volkswagen caddy | 2.0 tdi l2h1 maxi kasteninbouw euro 6
volkswagen,caddy,241,2019 ,140614.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,volkswagen caddy | 2.0 tdi l1h1
ford,transit,286,2016 ,94501.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,ford transit connect | 1.6tdci 96pk lang 3pers. / cruisecont
renault,trafic,310,2019 ,85941.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,renault trafic 1.6 dci t29 125pk l2h1 comfort energy | trekh
peugeot,expert,332,2017 ,130715.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,peugeot expert 226s 1.6 bluehdi l2h1 marge airco cruise park
bmw,sc,681,2017 ,99117.0,Benzine ,Automaat ,Veenendaal,Utrecht,ROS finance,bmw 5 serie 540i 340pk high executive automaat m-pakket / sc
citroen,berlingo,261,2020 ,46843.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,"citroen berlingo 1.5 bluehdi club airco, cruise, apple carpl"
volkswagen,caddy,203,2018 ,159727.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,volkswagen caddy maxi | 2.0
volkswagen,crafter,289,2016 ,86431.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,volkswagen crafter 28 2.0 tdi l1h1 / trekhaak / imperiaal /
audi,vito,528,2021 ,24813.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,"mercedes-benz vito 116 cdi lang audio 30 met camera, trekhaa"
volkswagen,golf,6200,2009 ,188000.0,Benzine ,Handgeschakeld ,Beerta,Groningen,Bart,volkswagen  golf 6 plus 1.4 tsi  90kw (122ps) 2009 grijs
ford,transit,13600,2016 ,124737.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,ford transit connect | 1.6tdci 96pk l2h1 navigatie | camera
mercedes,sprinter,719,2018 ,78387.0,Diesel ,Automaat ,Veenendaal,Utrecht,ROS finance,mercedes-benz sprinter 316 2.2 cdi aut. l3h2 koelwagen/ koel
renault,trafic,211,2018 ,185505.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,renault trafic 1.6 dci euro 6 - airco - navi - cruise - €
ford,transit,254,2016 ,140967.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,ford transit 2.0 tdci 130pk l2h2 euro 6 - airco - pdc - crui
ford,transit,291,2019 ,80684.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,ford transit connect | 1.5 ecoblue 100pk 3pers / airconditio
citroen,h1,227,2017 ,102876.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,citroen jumper 33 2.0 bluehdi l1 h1 - 110 pk - euro 6 - navi
mercedes,vito,277,2018 ,115125.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,mercedes-benz vito 111 cdi lang / euro 6 / airco / cruise co
opel,vivaro,260,2017 ,138658.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,opel vivaro 1.6cdti l2h1 euro6 airco | navigatie | trekhaak
ford,transit,285,2016 ,130821.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,ford transit connect | 1.6tdci 96pk l2h1 airco | navigatie |
volkswagen,caddy,243,2018 ,156519.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,volkswagen caddy 2.0tdi 102pk l2h1 maxi euro6 airco | naviga
audi,e-tron,961,2019 ,46789.0,Overige brandstoffen ,Automaat ,Veenendaal,Utrecht,ROS finance,audi e-tron e-tron 55 quattro 408pk 21'' black edition
mercedes,vito,203,2016 ,148626.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,mercedes-benz vito 111 cdi airco werkplaatsinrichting
volkswagen,crafter,430,2019 ,51971.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,"volkswagen crafter 2.0 tdi 140 pk l4h3 apple carplay, camera"
mercedes,citan,354,2022 ,21000.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,mercedes-benz citan | 122cdi l1h1 airco navi cruisecontrol x
mercedes,sprinter,543,2019 ,73016.0,Diesel ,Automaat ,Veenendaal,Utrecht,ROS finance,mercedes-benz sprinter 316 2.2 cdi l4h2 maxi automaat euro 6
ford,transit,256,2018 ,132771.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,ford transit custom 2.0 tdci l1h1 | a/c | cruise | camera |
renault,kangoo,273,2019 ,104822.0,Diesel ,Handgeschakeld ,Veenendaal,Utrecht,ROS finance,renault kangoo 1.5dci 90pk lang koelauto | zonnepanelen | ai
