Make,Model,Price,Year,Ran,Location,Province,Seller,Title
audi,e-tron,64900,2020 ,38000.0,Deurne,Noord-Brabant,Autotechniek Krekels,"audi e-tron e-tron 55 quattro 95 kwh s-line int, panoramdak"
volvo,v40,12995,2016 ,100662.0,Almere,Flevoland,KHAN Premium Automotive,volvo v40 2.0 d2 nordic+ |park. camera|navi
renault,master,19400,2016 ,38251.0,Heel Nederland,In every province,Greven Bedrijfswagens,renault master t35 2.3 dci l2h2 camera hydraulische klep
toyota,proace,308,2020 ,102633.0,Langerak,Drenthe,Van der Wal Vans,toyota proace 1.5d-4d 100pk l2h1 euro6 airco | cruise | park
toyota,proace,18400,2020 ,106748.0,Langerak,Drenthe,Van der Wal Vans,toyota proace 1.5d-4d 102pk l2h1 euro6 *rijklaar* airco | cr
mercedes,citan,291,2021 ,60367.0,Langerak,Drenthe,Van der Wal Vans,mercedes-benz citan 111cdi l1h1 lang euro6 *rijklaar* airco
toyota,proace,18700,2019 ,101627.0,Langerak,Drenthe,Van der Wal Vans,toyota proace 1.5d-4d 100pk l2h1 euro6 *rijklaar* airco | cr
volvo,v60,42995,2021 ,5505.0,Almere,Flevoland,KHAN Premium Automotive,volvo v60 2.0 b4 mild-hybrid |btw auto|full option
hyundai ,kona,27995,2020 ,39168.0,Almere,Flevoland,KHAN Premium Automotive,hyundai kona ev comfort smart | extra subsidiekorting van
bmw,m6,64995,2015 ,62713.0,Almere,Flevoland,KHAN Premium Automotive,bmw 6-serie cabrio m6 |soft close| head-up display
toyota,proace,14750,2017 ,123198.0,Emmen,Overijssel,Hans Automotive,toyota proace 1.6d l2 cruise control elektrpak 3pers €255pm
peugeot,108,7495,2017 ,134095.0,Almere,Flevoland,KHAN Premium Automotive,peugeot 108 1.0 e-vti active |bluetooth| actie|
audi,a1,16495,2018 ,14672.0,Almere,Flevoland,KHAN Premium Automotive,audi a1 sportback 1.0 tfsi sport s line edition | nette uitv
bmw,x4,42495,2017 ,102091.0,Almere,Flevoland,KHAN Premium Automotive,bmw x4 m40i high executive| |head up|navi|cruise|memory seat
renault,h1,47700,2022 ,363.0,Heel Nederland,In every province,Action Lease,renault master l5 h1 2022 €735 per maand
volkswagen,polo,21995,2018 ,56080.0,Almere,Flevoland,KHAN Premium Automotive,volkswagen polo 1.0 tsi comfortline business |pano|luxe velg
land rover,evoque,27995,2016 ,119916.0,Almere,Flevoland,KHAN Premium Automotive,land rover range rover evoque 2.0 td4 hse | leder| achteruit
opel,astra,7495,2015 ,132064.0,Almere,Flevoland,KHAN Premium Automotive,opel astra sports tourer 1.6 cdti blitz |navi|actie|
porsche,cayenne,23995,2011 ,196364.0,Almere,Flevoland,KHAN Premium Automotive,porsche cayenne 4.8 turbo betreft zo meeneemprijs! zie besch
audi,a3,27995,2017 ,66440.0,Almere,Flevoland,KHAN Premium Automotive,audi a3 sportback 1.4 e-tron sport pro line plus | pano | le
audi,e-tron,66543,2019 ,74710.0,Almere,Flevoland,KHAN Premium Automotive,audi e-tron e-tron 55 quattro advanced pro line plus 95 kwh
ford,transit,20700,2018 ,54953.0,Barneveld,Gelderland,DUTCH Vans,ford transit bestelbus 2.0tdci 130pk l3h2 | wit
mercedes,glb,63995,2021 ,10071.0,Almere,Flevoland,KHAN Premium Automotive,mercedes-benz glb 250 amg line | pano | sfeerverlichting | n
volkswagen,golf,31995,2018 ,75279.0,Almere,Flevoland,KHAN Premium Automotive,volkswagen golf 2.0 tsi gti performance |pano|memory seat
peugeot,108,7995,2018 ,41517.0,Almere,Flevoland,KHAN Premium Automotive,peugeot 108 1.0 e-vti access |lage km| scherpe prijs| actie
peugeot,164,390,2017 ,101686.0,Heel Nederland,In every province,Regeljelease.nl,peugeot boxer | 2.0 bluehdi | l3h2 | 164 pk | bakwagen met l
mercedes,200,33995,2018 ,110254.0,Almere,Flevoland,KHAN Premium Automotive,mercedes-benz a-klasse 200 premium plus |voor/achter camera|
volkswagen,polo,21995,2018 ,95961.0,Almere,Flevoland,KHAN Premium Automotive,volkswagen polo 1.0 tsi highline |luxe velgen|stoelverwarmin
porsche,cayenne,79900,2015 ,60491.0,Amstelveen,Noord-Holland,Legmeer Automotive,"porsche cayenne 4.8 turbo (520pk) dak, facelift, pdls+, pasm"
renault,master,23800,2020 ,85370.0,Langerak,Drenthe,Van der Wal Vans,renault master 2.3dci 136pk l3h3 nieuw model euro6 airco | h
volkswagen,h1,12900,2018 ,213513.0,Heel Nederland,In every province,Action Lease,volkswagen transporter l1 h1 2018 €192 per maand
mercedes,citan,291,2021 ,60367.0,Heel Nederland,In every province,Regeljelease.nl,mercedes-benz citan | 111cdi l1h1 lang euro6 *rijklaar* airc
porsche,cayenne,82900,2018 ,81479.0,Amstelveen,Noord-Holland,Legmeer Automotive,"porsche cayenne 2.9 s (441pk) pano, pasm, headup"
audi,a1,8900,2011 ,212411.0,'s-Gravenhage,Zuid-Holland,Rose,audi a1 1.4 tfsi nlauto/automaat/leer/stoelverwarm/keylessgo
audi,a4,16250,2015 ,149950.0,Dronten,Flevoland,Tahir,audi a4 1.8 tfsi 125kw multitronic 2015 blauw
ford,transit,18900,2016 ,152203.0,Langerak,Drenthe,Van der Wal Vans,ford transit 2.0tdci 131pk l2h2 euro6 *rijklaar* airco | 2x
renault,master,23800,2020 ,85370.0,Langerak,Drenthe,Van der Wal Vans,renault master 2.3dci 136pk l3h3 nieuw model euro6 airco | h
bmw,5-serie,24996,2017 ,196117.0,Rhenen,Utrecht,Kesteloo Automotive B.V.,bmw 5-serie touring 530xd luxury edition m-sport alpinweiss/
volkswagen,golf,20890,2017 ,56300.0,Monnickendam,Noord-Holland,roy,"volkswagen golf 7.5 3x r line 1.4 ,virtual cockpit , keyless"
peugeot,partner,17000,2021 ,39000.0,Opheusden,Gelderland,Speelgoed de Betuwe,peugeot partner 1.5 bluehdi 75pk 650kg 2021 wit
ford,tourneo,16800,2018 ,60177.0,Barneveld,Gelderland,DUTCH Vans,ford tourneo connect overig titanium 1.5tdci 100pk  nl
audi,q5,18950,2012 ,235165.0,Rhenen,Utrecht,Kesteloo Automotive B.V.,audi q5 2.0 tfsi quattro 3x s-line pano/trekhaak/leder/acc/b
bmw,x1,29996,2019 ,49527.0,Rhenen,Utrecht,Kesteloo Automotive B.V.,bmw x1 sdrive18i high executive 3x m-sport trekhaak/camera/b
volvo,v40,20996,2018 ,93774.0,Rhenen,Utrecht,Kesteloo Automotive B.V.,volvo v40 2.0 t4 business r-design trekhaak/led/17''/leder/n
citroen,c3,2250,2004 ,156754.0,Oosterhout,Noord-Brabant,️️AircoServicePartner️️️️,citroen c3 1.4 hdi ligne prestige 2004 blauw
bmw,5-serie,37996,2019 ,63052.0,Rhenen,Utrecht,Kesteloo Automotive B.V.,bmw 5-serie 520i high executive 3x m-sport schuifdak/leder/c
peugeot,h2,22700,2018 ,139871.0,Barneveld,Gelderland,Dutchvans.com,peugeot boxer h2 l4 diesel 2018 zwart
seat,leon,22840,2016 ,89440.0,Eindhoven,Noord-Brabant,Olivièr Automotive,seat leon st 2.0 tsi cupra 290 brembo
volkswagen,polo,6490,2011 ,110000.0,Best,Noord-Brabant,Federica Panzarella,volkswagen polo 1.2 tdi 55kw bm 2011 grijs
dodge,charger,18500,2013 ,96000.0,Geleen,Limburg,skala,dodge charger 3.6 v6  full options
volkswagen,polo,4950,2012 ,231935.0,Raalte,Overijssel,Harry,volkswagen polo 1.2 tdi 55kw bm 2012 grijs (bj 2012) 🤝
mazda,montego,8950,1997 ,194500.0,Zwolle,Gelderland,Friso,mazda mx5 1.6 i 1997 montego blue
mercedes,vito,179,nan,194500.0,Haarlem,Noord-Holland,Auto Service Haarlem B.V.,flexlease ---> ! 25x mercedes vito - ook dubbele cabine
renault,trafic,35372,2020 ,96294.0,IJsselstein,Utrecht,DTC Lease,"renault trafic | bestelwagen | occasions| v.a. €353,72 p.m."
toyota,proace,304,2019 ,101627.0,Langerak,Drenthe,Van der Wal Vans,toyota proace 1.5d-4d 100pk l2h1 euro6 *rijklaar* airco | cr
volkswagen,crafter,18700,2015 ,184361.0,Barneveld,Gelderland,DUTCH Vans,volkswagen crafter bestelbus 2.0tdi 164pk l2h2
ford,fiesta,17950,2019 ,19662.0,Oss,Noord-Brabant,Autoland Oss,ford fiesta 1.0 ecoboost active navi camera led cruise 2019
bmw,x5,32900,2015 ,197102.0,Hoofddorp,Noord-Holland,Kels,"bmw x5 full option,nieuw hybride accu xdrive plug-in hybride"
volkswagen,polo,7000,2010 ,179000.0,Rotterdam,Zuid-Holland,Wolf,volkswagen polo 1.6 tdi 66kw dsg 2010 wit
volkswagen,golf,31950,2019 ,74037.0,Rijswijk,Gelderland,BS Autobedrijf Rijswijk,volkswagen golf 2.0 tsi gti performance pano/keyless/bi-xeno
volkswagen,caddy,12650,2015 ,87919.0,Emmen,Overijssel,Hans Automotive,volkswagen caddy 1.6 tdi | airco pdc cruise control kasten
volkswagen,polo,23950,2019 ,66991.0,Rijswijk,Gelderland,BS Autobedrijf Rijswijk,volkswagen polo 1.5 tsi 3xr-line pano/applecar/acc/led/navi
volkswagen,polo,4150,2013 ,270000.0,Zeewolde,Flevoland,RozA,volkswagen polo 1.2 tdi bluemotion 5-dr navi/stoelverwarming
citroën,jumpy,20900,2018 ,99372.0,Langerak,Drenthe,Van der Wal Vans,citroën jumpy 2.0bluehdi 123pk l3h1 xl dubbel cabine euro6
volvo,v60,16900,2013 ,127282.0,Aalsmeer,Noord-Holland,CountryCars NL BV,volvo v60 d6 awd plug-in hybrid | leder |cruise | navi |
mercedes,h2,14700,2012 ,230520.0,Heel Nederland,In every province,Action Lease,mercedes-benz sprinter l2 h2 2012 €224 per maand
ford,focus,38900,2018 ,44504.0,Aalsmeer,Noord-Holland,CountryCars NL BV,ford focus rs 2.3 sync 3 eerste eigenaar laatste productie
audi,golf,11900,2009 ,198982.0,Aalsmeer,Noord-Holland,CountryCars NL BV,volkswagen golf 6 gti | dynaudio | cruise | xenon
peugeot,307,2299,2006 ,195464.0,Amerongen,Utrecht,sebastiaan,peugeot 307 2.0 16v break 2006 nav cruise climate apk nieuw
ford,transit,12950,2016 ,38657.0,Emmen,Overijssel,Hans Automotive,ford transit courier 1.0 ambiente elekpakket trekhaak €226pm
renault,clio,6500,2014 ,174533.0,Spaarndam,Noord-Holland,Muse M,renault clio 1.5 dci 66kw 5-drs 2014 zwart
ford,bronco,14950,1979 ,56888.0,Zeeland,Gelderland,Classic Sales,ford bronco 400cu free wheeling edition '79
citroen,c1,4350,2012 ,81249.0,Emmen,Overijssel,Hooghwerff banden & velgen,citroen c1 1.0i 68pk 2012 wit 5-deurs nap! lange apk! boekje
audi,a6,16500,2012 ,235465.0,Drouwenermond,Drenthe,kevin,audi a6 3.0tdi 150kw avant multitron 2012 zwart
renault,trafic,17600,2018 ,69818.0,Barneveld,Gelderland,DUTCH Vans,renault trafic bestelbus 1.6dci 120pk lang edition+ | wit
volkswagen,polo,7250,2010 ,167100.0,IJsselstein,Utrecht,Scoot4you,volkswagen polo 1.4 16v fsi 63kw 2010 grijs trekhaak nwe apk
volkswagen,golf,2250,2000 ,301000.0,Amsterdam,Noord-Holland,kiter,volkswagen golf 2.0 variant
peugeot,expert,13400,2017 ,183609.0,Barneveld,Gelderland,DUTCH Vans,peugeot expert bestelbus 1.6hdi xxl | werkplaatsinrichting |
ford,fiesta,10950,2016 ,158037.0,Hoogeveen,Drenthe,racebuick54,ford fiesta 1.0 109kw/148pk 3d 2016 wit
volkswagen,golf,9950,2009 ,170000.0,Goor,Noord-Brabant,Sander,volkswagen golf 2.0 tsi gti 2009 zwart 5d *gereviseerd*
audi,a6,14950,2011 ,183000.0,Soesterberg,Utrecht,fp,audi a6 2.8 fsi 150kw multitronic 2011 blauw
opel,movano,13700,nan,134115.0,Barneveld,Gelderland,DUTCH VANS,10x opel movano airco navi camera trekhaak
volkswagen,200,8996,2008 ,169945.0,Rhenen,Utrecht,Kesteloo Automotive B.V.,volkswagen eos 2.0 tfsi 200 pk cabriolet dsg schuifdak/leder
mercedes,500,17850,1984 ,185982.0,Maasdam,Zuid-Holland,Patrick,mercedes-benz s-klasse 500 sec | 1984 | oldtimer | topstaat
volkswagen,polo,16000,2018 ,138000.0,'s-Gravenhage,Zuid-Holland,J,volkswagen polo 1.0 tsi 95pk 5d bluemotion 7-dsg 2018
peugeot,expert,18750,2018 ,109872.0,Barneveld,Gelderland,DUTCH Vans,peugeot expert bestelbus 2.0bluehdi 120pk premium pack |
volkswagen,golf,7996,2009 ,231997.0,Rhenen,Utrecht,Kesteloo Automotive B.V.,volkswagen golf 1.4 tsi highline dsg nwe motor/schuifdak/sto
buick,riviera,7000,1974 ,111111.0,Opheusden,Gelderland,G van S,buick riviera 7.5 aut topless 1974 blauw
audi,a1,20000,2017 ,39000.0,'s-Gravenhage,Zuid-Holland,Ccctje,audi a1 1.4tfsi 3x s-line 2017 zwart facelift
mercedes,cla,862,2020 ,95000.0,Utrecht,Utrecht,M,operational lease | mercedes cla coupé 180 | full option
mercedes,vito,27700,2021 ,29157.0,Barneveld,Gelderland,DUTCH Vans,mercedes-benz vito bestelbus lang exclusive | led |
ford,ecosport,14475,2018 ,95082.0,Beemte Broekland,Gelderland,Leliveld Automotive,"ford ecosport 1.0, 125pk, 1e eigenaar, nap!"
audi,s3,9650,2007 ,248600.0,Rotterdam,Zuid-Holland,Karl,audi s3 2.0 quattro 265pk 2007 wit
mitsubishi,lancer,2100,2006 ,239000.0,Wassenaar,Zuid-Holland,Maxim Bogomolov,mitsubishi lancer 2.0 mpi intense stationwagon 2006 grijs
renault,trafic,18700,2019 ,169175.0,Barneveld,Gelderland,DUTCH Vans,renault trafic dubbele-cabine 1.6dci 125pk dubbele cabine |
renault,trafic,15750,2017 ,173250.0,Wamel,Gelderland,Terence Rieske,renault trafic 2017 t29 145pk 1e eigenaar l2h1 vol opties!!
kia ,niro,23500,2017 ,24339.0,Leidschendam,Zuid-Holland,Fadoua,kia niro 1.6 gdi hybrid 141pk dct6 2017 grijs
peugeot,208,9200,2017 ,126735.0,Zwolle,Gelderland,Hendriks,peugeot 208 1.2 vti 60kw/82pk 5-d 2017 zwart
renault,master,34508,2019 ,134779.0,IJsselstein,Utrecht,DTC Lease,"renault master | bestelwagen| occasions| v.a. €345,08 p.m."
volkswagen,polo,18940,2018 ,148212.0,Lekkerkerk,Zuid-Holland,Kik Sales ,"volkswagen polo 1.0 tsi highline 116pk! aut [adaptive, apple"
volkswagen,golf,40950,2021 ,58000.0,Papendrecht,Zuid-Holland,Porsius,volkswagen golf gti clubsport 2.0 300pk dsg pano iq h&k hud
mini,cooper,2550,2003 ,186000.0,Nieuwendijk,Zuid-Holland,Dennis,mini cooper 1.6
volkswagen,golf,11000,2012 ,196000.0,'s-Gravenhage,Zuid-Holland,Cuneyt Sabri,volkswagen golf 2.0 gti 155kw dsg 2012 zwart
peugeot,expert,11700,2016 ,158539.0,Barneveld,Gelderland,DUTCH Vans,peugeot expert bestelbus 1.6 bluehdi 95 pro | airco | cruise
renault,master,17950,2020 ,226101.0,Rotterdam,Zuid-Holland,Dennis,renault master gb 2.3 165pk l4h3 t35 2020 dubbel lucht
jaguar,xe,19250,2017 ,127550.0,Gemert,Noord-Brabant,Waldemar Adydan,jaguar xe 2.0d 120kw aut 2017 grijs
renault,master,22950,2019 ,205375.0,Rotterdam,Zuid-Holland,Dennis,renault master 170 pk 2019 bakwagen / meubelbak
renault,twingo,1150,2002 ,105604.0,Hoofddorp,Noord-Holland,leon,renault twingo 1.2 bj 2002 blauw nieuwe apk!
toyota,proace,19900,2020 ,89772.0,Langerak,Drenthe,Van der Wal Vans,toyota proace 1.5d-4d 100pk l2h1 euro6 *rijklaar* airco | cr
aixam,crossover,16699,2023 ,1.0,Beek,Limburg,Garage Kaal & Buunk - Aixam,nieuwe 2023 model van aixam / crossover suv hoge instap
peugeot,expert,10900,2016 ,173445.0,Langerak,Drenthe,Van der Wal Vans,peugeot expert 2.0hdi 130pk l1h1 *rijklaar* airco | cruise |
audi,a3,20750,2016 ,77581.0,Nieuwegein,Utrecht,Amra Cars,audi a3 1.8 tfsi / s line/panorama/elek. stoelen
nissan,leaf,23940,2020 ,86503.0,Barneveld,Gelderland,vd Glind Auto's,luxe nissan leaf tekna 40kwh 2020 blauw €2000 half leer incl
nissan,leaf,24840,2020 ,44958.0,Barneveld,Gelderland,vd Glind Auto's,nette nissan leaf 40kwh 10-2020 n-connecta €2000 subsidie
ford,transit,15900,2018 ,101701.0,Langerak,Drenthe,Van der Wal Vans,ford transit connect l2 met sterke 101pk **benzine** motor e
ford,transit,12750,2017 ,146302.0,Lexmond,Utrecht,Van der Heiden Dealer Occasions,ford transit connect 1.5 tdci l2 trend* navi/camera* 3 zits*
alfa romeo,hardtop,23999,1993 ,190000.0,Hilversum,Noord-Holland,Treinenliefhebber,alfa romeo spider 2.0 u9 1993 met zeldzame hardtop
audi,a3,14896,2013 ,121361.0,Rhenen,Utrecht,Kesteloo Automotive B.V.,audi a3 sportback 1.4 tfsi attraction pro line plus aut navi
toyota,proace,19900,2020 ,89772.0,Langerak,Drenthe,Van der Wal Vans,toyota proace 1.5d-4d 100pk l2h1 euro6 *rijklaar* airco | cr
audi,a7,15500,2011 ,120000.0,Ridderkerk,Zuid-Holland,felipe,audi a7 3.0 tdi 180kw quattro 2011 s-tronic met nieuwe motor
volkswagen,polo,10950,2016 ,117500.0,Enschede,Overijssel,tim,volkswagen polo 1.0 tsi 70kw 5d bluemotion 2016 zwart
mercedes,gle,72950,2016 ,131974.0,Deventer,Overijssel,AB Occasions,mercedes-benz gle 63 s amg vol opties!/pano/performance uitl
audi,quattro,24945,2013 ,142342.0,Wageningen,Gelderland,Dito Automotive,audi rs3 sportback 2.5 t 340 pk rs3 quattro face-lift/ uniek
opel,movano,18800,2015 ,216343.0,Barneveld,Gelderland,DUTCH Vans,opel movano hoogwerker 2.3dci 125pk hoogwerker l2h2 | wit
volkswagen,golf,36950,2021 ,20926.0,Almere,Flevoland,De Steiger Auto's,volkswagen golf 1.5 etsi 3 x r-line dsg pano keyless sfeerve
audi,q3,54750,2020 ,22175.0,Almere,Flevoland,De Steiger Auto's,audi q3 sportback 35 tfsi 3 x s-line pano sfeer keyless blac
seat,leon,30750,2020 ,18350.0,Almere,Flevoland,De Steiger Auto's,seat leon 1.5 etsi fr pano sfeer camera keyless
lexus,ct,8445,2011 ,313472.0,Sint-Michielsgestel,Noord-Brabant,Steijger Autoservice,lexus ct 200h hybrid business line pro led xenon/camera
nissan,xe,17250,2013 ,139170.0,Heel Nederland,In every province,Finalease.nl,nissan navara 2.5 dci xe 191pk airco cruise nav trekh €341pm
dodge,ram,799,2023 ,1.0,Nuland,Noord-Brabant,Millbrooks,"dodge ram 1500 laramie sport night, 6 jaar fabrieks-garantie"
seat,leon,8000,2015 ,236603.0,Aalten,Gelderland,Guven Ciddioglu,seat leon 1.6 tdi 77kw 2015 wit mib2 navi carplay nieuwe apk
dodge,ram,54950,2023 ,10.0,Nuland,Noord-Brabant,Millbrooks,dodge ram 1500 nieuwe 2023 met 6 jaar garantie 80x op voorra
ford,transit,14950,2017 ,216493.0,Emmen,Overijssel,Hans Automotive,ford transit 350 2.0 | postnl bus | airco cruise pdc €235pm
ford,kuga,14945,2013 ,58460.0,Krimpen aan de Lek,Zuid-Holland,AUTOHUIS HEIJKOOP,"ford kuga 1.6 titanium (navi,led,camera,key less,electrische"
citroen,i,1250,2006 ,206000.0,'s-Gravenhage,Zuid-Holland,r_majati,citroen c2 1.4 i 2006 blauw
mini,cooper,3950,2007 ,139108.0,Amsterdam,Noord-Holland,Roland,mini cooper half leer + navigatie + cruise control
ford,transit,28500,2021 ,52831.0,Heel Nederland,In every province,Finalease.nl,ford transit 350 2.0 tdci l4h3 2800kg trekgew. 130pk €470pm
ford,transit,20700,2018 ,54953.0,Barneveld,Gelderland,DUTCH Vans,ford transit bestelbus 2.0tdci 130pk l3h2 | wit
renault,master,19400,2016 ,38251.0,Heel Nederland,In every province,Greven Bedrijfswagens,renault master t35 2.3 dci l2h2 camera hydraulische klep
renault,h1,47700,2022 ,363.0,Heel Nederland,In every province,Action Lease,renault master l5 h1 2022 €735 per maand
toyota,proace,14750,2017 ,123198.0,Emmen,Overijssel,Hans Automotive,toyota proace 1.6d l2 cruise control elektrpak 3pers €255pm
peugeot,308,2250,2008 ,285933.0,Drunen,Noord-Brabant,Ultimate Auto's B.V.,peugeot 308 1.6 vti xs apk nap pano trekhaak
ford,transit,512,2019 ,62008.0,Veenendaal,Utrecht,ROS finance,ford transit custom 2.0 tdci sport 170pk l2h1 l dubbele cabi
skoda,citigo,6950,2018 ,150833.0,Veen,Noord-Brabant,Jetse Vos Auto's,skoda citigo 1.0 greentech ambition cruise control 5 drs air
ford,transit,28500,2021 ,52831.0,Heel Nederland,In every province,Finalease.nl,ford transit 350 2.0 tdci l4h3 2800kg trekgew. 130pk €470pm
mini,cooper,22940,2019 ,17904.0,Someren,Noord-Brabant,Multi Auto,mini cooper 1.5 chili | 5 deurs |17.900 km ! | panoramadak |
mercedes,500,11450,2000 ,142770.0,Drunen,Noord-Brabant,Ultimate Auto's B.V.,mercedes-benz cl-klasse 500 nap schuifdak boekjes bom vol vo
smart,fortwo,1650,2006 ,147867.0,Bussum,Noord-Holland,van den Houten,smart fortwo coupe passion - 45kw 2006 blauw
volkswagen,up!,10694,2017 ,58529.0,Coevorden,Drenthe,Tabbert Automotive,volkswagen up! 1.0 bmt high up! incl btw
ford,mondeo,1490,2003 ,265593.0,Haarlem,Noord-Holland,Garage Duin,ford mondeo wagon 1.8-16v ghia ecc-cruise control-bluetooth
volkswagen,touran,6900,2009 ,167510.0,Haarlem,Noord-Holland,Garage Duin,volkswagen touran 1.4 tsi highline 160dkm navi-camera-ecc-bl
mercedes,h3,29900,2009 ,51433.0,Barneveld,Gelderland,Dutchvans.com,mercedes-benz sprinter h3 l4 diesel automaat 2009 grijs
volkswagen,golf,6400,2007 ,233236.0,Haarlem,Noord-Holland,Garage Duin,volkswagen golf 2.0 tfsi gti edition 1 navi-ecc-abt lmv-5drs
seat,altea,3400,2009 ,244936.0,Haarlem,Noord-Holland,Garage Duin,seat altea xl 1.6 active style navi-ecc-pdc (bj 2009)
audi,picanto,4900,2013 ,198078.0,Haarlem,Noord-Holland,Garage Duin,kia picanto 1.0 cvvt 5drs airco-elek pakket-bluetooth audio
fiat,ducato,309,2015 ,93874.0,Heel Nederland,In every province,Regeljelease.nl,fiat ducato | 30 2.0 multijet l2h1
jaguar,xf,8900,2010 ,246947.0,Haarlem,Noord-Holland,Garage Duin,jaguar xf 3.0d v6 automaat premium luxury full options-emiss
renault,clio,1900,2007 ,232276.0,Haarlem,Noord-Holland,Garage Duin,"renault clio 1.4-16v privilège clima, cruise control, keyle"
mercedes,240,5900,2004 ,201444.0,Haarlem,Noord-Holland,Garage Duin,mercedes-benz e-klasse 240 avantgarde autom- leer-navi-clima
ford,transit,15850,2018 ,101228.0,Emmen,Overijssel,Hans Automotive,ford transit connect 230 l2 1.5 airco pdc start/stop €273pm
fiat,panda,5400,2014 ,132377.0,Haarlem,Noord-Holland,Garage Duin,"fiat panda 0.9 twinair eco lounge- mf stuur, airco, elek pak"
audi,a4,7900,2009 ,248951.0,Haarlem,Noord-Holland,Garage Duin,"audi a4 1.8 tfsi s-line sedan clima, navi, cruise, elek pakk"
renault,mégane,4900,2011 ,211992.0,Haarlem,Noord-Holland,Garage Duin,"renault mégane 1.4 tce bose navi bose, clima, cruise, led"
renault,cabriolet,6900,2011 ,207900.0,Haarlem,Noord-Holland,Garage Duin,"renault mégane coupé cabriolet 2.0 bose aut- leder, clima,"
peugeot,164,390,2017 ,101686.0,Heel Nederland,In every province,Regeljelease.nl,peugeot boxer | 2.0 bluehdi | l3h2 | 164 pk | bakwagen met l
renault,master,23800,2020 ,85370.0,Langerak,Drenthe,Van der Wal Vans,renault master 2.3dci 136pk l3h3 nieuw model euro6 airco | h
ford,tourneo,16800,2018 ,60177.0,Barneveld,Gelderland,DUTCH Vans,ford tourneo connect overig titanium 1.5tdci 100pk  nl
peugeot,h2,22700,2018 ,139871.0,Barneveld,Gelderland,Dutchvans.com,peugeot boxer h2 l4 diesel 2018 zwart
mini,mini,6900,2011 ,153722.0,Haarlem,Noord-Holland,Garage Duin,"mini mini 1.6i sport parklane navi, clima, elek pakket, crui"
ford,galaxy,5400,2007 ,244005.0,Haarlem,Noord-Holland,Garage Duin,ford galaxy 2.0-16v ghia 7 persoons - panoramadak-leer-ecc-p
opel,zafira,3900,2006 ,173825.0,Haarlem,Noord-Holland,Garage Duin,opel zafira 1.6 business - cruise-airco-pdc-lmv-elek pakket-
volkswagen,tiguan,13450,2014 ,157495.0,Heel Nederland,In every province,Finalease.nl,volkswagen tiguan 2.0 tdi r-line edition marge airco cruise €263pm
audi,a3,8900,2012 ,191402.0,Haarlem,Noord-Holland,Garage Duin,"audi a3 sportback 1.6 tdi pro line s [s-line] navi, cruise,"
renault,trafic,4900,2005 ,267656.0,Haarlem,Noord-Holland,Garage Duin,"renault trafic 1.9 dci dubbele cabine 5/6 pers, pdc, elek pa"
volkswagen,golf,8900,2010 ,338259.0,Haarlem,Noord-Holland,Garage Duin,"volkswagen golf 2.0 gtd r-design dsg 170pk- leer, navi, xeno"
mercedes,sprinter,535,2019 ,135193.0,Langerak,Drenthe,Van der Wal Vans,mercedes-benz sprinter 316cdi 163pk bakwagen + deuren euro6
volvo,c30,1900,2007 ,1.0,Haarlem,Noord-Holland,Garage Duin,"volvo c30 1.6d kinetic schuifdak, clima, stoelverwarming, el"
audi,a8,7900,2006 ,3.0,Haarlem,Noord-Holland,Garage Duin,"audi a8 3.0 tdi quattro pro line [s-line] bose, navi, xenon,"
renault,scénic,7900,2010 ,143108.0,Haarlem,Noord-Holland,Garage Duin,"renault grand scénic 1.4 tce dynamique panodak, camera, pdc"
seat,ibiza,5900,2009 ,195662.0,Haarlem,Noord-Holland,Garage Duin,"seat ibiza 1.6 fr-line automaat- cruise, clima, multimedia,"
renault,clio,4900,2014 ,264482.0,Haarlem,Noord-Holland,Garage Duin,"renault clio estate 1.5 dci eco night&day navi, clima, keyle"
skoda,octavia,3900,2013 ,330135.0,Haarlem,Noord-Holland,Garage Duin,"skoda octavia combi 1.6 tdi greentech elegance cruise, clima"
volkswagen,golf,6900,2005 ,217476.0,Haarlem,Noord-Holland,Garage Duin,"volkswagen golf 2.0 tfsi gti performance 200pk- schuifdak, l"
volvo,v70,9900,2014 ,254070.0,Haarlem,Noord-Holland,Garage Duin,"volvo v70 1.6 d2 kinetic automaat- groot navi, clima, stoelv"
ford,transit,260,2019 ,124930.0,Heel Nederland,In every province,Regeljelease.nl,ford transit connect | 1.5ecoblue 100pk lang / imperiaal / c
volkswagen,touran,11900,2009 ,181505.0,Haarlem,Noord-Holland,Garage Duin,"volkswagen touran 1.4 tsi cross dsg7- 7pers, xenon, clima, c"
ford,fiesta,5900,2008 ,161512.0,Haarlem,Noord-Holland,Garage Duin,"ford fiesta 2.0-16v st 150pk handbak- 3drs, airco, elek pakk"
opel,corsa,3900,2008 ,181455.0,Haarlem,Noord-Holland,Garage Duin,"opel corsa 1.2-16v cosmo elek pakket, ecc, multimedia, cruis"
mini,cooper,6400,2010 ,131744.0,Haarlem,Noord-Holland,Garage Duin,mini cooper 1.6 one park lane- multimedia / sport lmv / clim
volkswagen,transporter,22450,2019 ,62641.0,Emmen,Overijssel,Hans Automotive,volkswagen transporter 2.0 tdi l1h1 3-persoons airco €385pm
mercedes,vito,179,nan,177438.0,Haarlem,Noord-Holland,Auto Service Haarlem B.V.,flexlease ---> ! 25x mercedes vito - ook dubbele cabine
