Make,Model,Price,Year,Ran,Location,Province,Seller,Title
peugeot,partner,8950,2010 ,44725.0,Zandpol,Drenthe,Harry Vink Auto's,peugeot partner 122 1.6 hdi l1 xr pick up | open laadbak | o
toyota,proace,14750,2017 ,123198.0,Emmen,Overijssel,Hans Automotive,toyota proace 1.6d l2 cruise control elektrpak 3pers €255pm
volkswagen,caddy,14900,2018 ,156519.0,Langerak,Drenthe,Van der Wal Vans,volkswagen caddy 2.0tdi 102pk l2h1 maxi euro6 airco | naviga
volkswagen,transporter,7650,2006 ,365396.0,Zandpol,Drenthe,Harry Vink Auto's,volkswagen transporter 2.5 tdi 340 comfortline dc | 175 pk!
mercedes,vito,179,nan,72571.0,Haarlem,Noord-Holland,Auto Service Haarlem B.V.,flexlease ---> ! 25x mercedes vito - ook dubbele cabine
renault,90,9890,2017 ,72582.0,Haaksbergen,Overijssel,Averdonk Auto's,renault twingo tce 90 turbo dyn. sport *nap/r-link/cam/cruis
opel,vivaro,15900,2017 ,138658.0,Langerak,Drenthe,Van der Wal Vans,opel vivaro 1.6cdti l2h1 euro6 airco | navigatie | trekhaak
citroen,i,2400,2003 ,160500.0,Hoofddorp,Noord-Holland,SE,citroen c3 1.1 i 2003 zwart
mercedes,vito,179,nan,323700.0,Haarlem,Noord-Holland,Auto Service Haarlem B.V.,flexlease ---> ! 25x mercedes vito - ook dubbele cabine
opel,insignia,6250,2011 ,186345.0,Vaassen,Gelderland,HSV Auto's,opel insignia sports tourer 1.4 turbo ecoflex edition navi a
dodge,ram,54950,2023 ,100.0,Nuland,Noord-Brabant,Millbrooks,"dodge ram 1500 dodge ram nieuw 2023 € 54.950,- all-in prij"
nissan,qashqai,6500,2009 ,174000.0,Geldrop,Noord-Brabant,Maud Fijten,nissan qashqai 1.6 2wd 2009 blauw
peugeot,boxer,17900,2018 ,166582.0,Langerak,Drenthe,Van der Wal Vans,peugeot boxer 2.0bluehdi 131pk l2h2 euro6 airco | navigatie
peugeot,expert,11700,2016 ,158539.0,Barneveld,Gelderland,DUTCH Vans,peugeot expert bestelbus 1.6 bluehdi 95 pro | airco | cruise
volkswagen,caddy,11900,2019 ,146903.0,Langerak,Drenthe,Van der Wal Vans,volkswagen caddy 2.0tdi l1h1 euro6 airco | parkeersensoren z
dodge,ram,67950,2023 ,22.0,Nuland,Noord-Brabant,Millbrooks,dodge ram 1500 5.7 v8 laramie/sport 2023 all in prijs lpg la
volkswagen,caddy,15900,2018 ,112520.0,Langerak,Drenthe,Van der Wal Vans,volkswagen caddy 2.0tdi l2h1 euro6 airco | navigatie | apple
mercedes,vito,17500,2019 ,150185.0,Langerak,Drenthe,Van der Wal Vans,mercedes-benz vito 111cdi l2h1 euro6 airco | cruisecontrol |
mercedes,sprinter,14700,2012 ,230520.0,Barneveld,Gelderland,DUTCH Vans,mercedes-benz sprinter bestelbus 319 3.0v6 cdi automaat l2h2
mercedes,vito,17750,2018 ,86575.0,Langerak,Drenthe,Van der Wal Vans,mercedes-benz vito 111cdi 115pk l2h1 lang euro6 airco | crui
dodge,ram,82950,2023 ,10.0,Nuland,Noord-Brabant,Millbrooks,"dodge ram 1500 5.7 v8 4x4 laramie sport night g/t e-torque,"
dodge,ram,699,2018 ,87287.0,Nuland,Noord-Brabant,Millbrooks,"dodge ram 1500 5.7 v8 4x4 sport, origineel nederlands, 1e ei"
dodge,ram,39950,2015 ,140194.0,Nuland,Noord-Brabant,Millbrooks,"dodge ram 1500 5.7 v8 sport, origineel nederlands, rambox!"
volkswagen,caddy,12650,2015 ,87919.0,Emmen,Overijssel,Hans Automotive,volkswagen caddy 1.6 tdi | airco pdc cruise control kasten
citroen,c4,4940,2010 ,104842.0,Chaam,Noord-Brabant,Tvm Automotive,citroen c4 1.6 vti anniversaire airco 104 dkm nap
volkswagen,tiguan,46890,2022 ,9117.0,Someren,Noord-Brabant,Multi Auto,volkswagen tiguan 1.4 tsi ehybrid 245pk plug in hybrid trekh
renault,clio,1195,2004 ,176133.0,Oudega,Fryslân,Gerard,renault clio 2004 zwart
volkswagen,tiguan,26995,2018 ,93751.0,Nistelrode,Noord-Brabant,Mink van den Brink Auto's,volkswagen tiguan 1.4 tsi highline*4-motion*panodak*automaat
ford,transit,14950,2017 ,216493.0,Emmen,Overijssel,Hans Automotive,ford transit 350 2.0 | postnl bus | airco cruise pdc €235pm
ford,mustang,31500,2015 ,100800.0,Oirschot,Noord-Brabant,Jurgen,ford mustang ecoboost 2.3  gt 500 uitvoerening 20 inch
renault,clio,13195,2020 ,74000.0,Bergen op Zoom,Noord-Brabant,EO Cars,renault clio 2020 grijs ( nieuwe apk + weinig gelopen )
audi,a3,10950,2010 ,164962.0,Sittard,Limburg,Kilkens Auto's,audi a3 cabriolet 1.8 tfsi attraction//3x s-line//apk 3-2024
renault,clio,7950,2013 ,96577.0,Rijswijk,Gelderland,BS Autobedrijf Rijswijk,renault clio 0.9 tce expression navi/bluetooth/cruise contro
ford,transit,28500,2021 ,52831.0,Heel Nederland,In every province,Finalease.nl,ford transit 350 2.0 tdci l4h3 2800kg trekgew. 130pk €470pm
ford,c-max,11950,2016 ,147185.0,Emmen,Overijssel,Hans Automotive,ford grand c-max 1.5 tdci grijs kenteken luxe! €231pm
volkswagen,caddy,520,2022 ,81.0,Heel Nederland,In every province,Regeljelease.nl,volkswagen caddy cargo | 2.0 tdi | first black edition | led
renault,90,146,2019 ,155047.0,Heel Nederland,In every province,Regeljelease.nl,renault kangoo | 1.5 dci 90 energy comfort maxi
renault,master,15700,nan,155047.0,Barneveld,Gelderland,DUTCH VANS,20x renault master gebruikt en nieuw! airco navi cruise
audi,quattro,36999,2015 ,126001.0,Zevenbergen,Noord-Brabant,Limited Car,audi rs3 sportback 2.5 tfsi rs 3 quattro pro line plus *vol*
peugeot,206,2699,2007 ,131563.0,Loenen aan de Vecht,Utrecht,Mulder Auto's,peugeot 206 1.4 forever in een hele nette staat.
mini,cooper,4100,2002 ,108000.0,Schagen,Noord-Holland,GW,mini cooper 1.6 chili
dodge,ram,19950,2012 ,242473.0,Waalwijk,Noord-Brabant,DC Auto,dodge ram 1500 sport  5.7 v8 4x4 crew cab rambox  2012 nap
toyota,proace,27900,2018 ,140994.0,Heel Nederland,In every province,Regeljelease.nl,toyota proace worker | 1.6d-4d l3h1 xl dubbele cabine euro6
renault,trafic,464,2021 ,32645.0,Veenendaal,Utrecht,ROS finance,renault trafic 2.0 dci 145 | aut. | l2h1 | 2x schuifdeur | c
volkswagen,golf,9500,2012 ,182230.0,Kloosterzande,Zeeland,tom van boven,volkswagen golf 1.4 tsi 90kw dsg 2012 zwart
bmw,5-serie,6950,2004 ,306123.0,Vaassen,Gelderland,HSV Auto's,bmw 5-serie 545i high executive v8 333 pk navi leer xenon 20
volkswagen,transporter,13950,2004 ,37000.0,Apeldoorn,Gelderland,ECA,volkswagen transporter 37.000 km! invalide of camper
mercedes,sprinter,19900,2015 ,245662.0,Doornspijk,Gelderland,Van de Bunte,mercedes-benz sprinter 3.0 v6 319 cdi a/c hoog lang
mercedes,vito,571,2021 ,26019.0,Veenendaal,Utrecht,ROS finance,"mercedes-benz vito 114 cdi l2 3p aut, camera, cruise, airco,"
volkswagen,polo,4650,2009 ,155454.0,Vaassen,Gelderland,HSV Auto's,volkswagen polo 1.2 optive airco 2009 grijs
kia ,niro,25440,2018 ,94878.0,Someren,Noord-Brabant,Multi Auto,kia niro 1.6 gdi phev dynamicline plug in hybrid adaptive cr
renault,trafic,14400,2018 ,179088.0,Barneveld,Gelderland,DUTCH Vans,renault trafic bestelbus 1.6cdti 125pk lang | airco |
kia ,rio,4950,2013 ,240499.0,Vaassen,Gelderland,HSV Auto's,kia rio 1.2 cvvt plus pack airco lm org nl 2013 grijs
peugeot,207,3450,2010 ,224994.0,Vaassen,Gelderland,HSV Auto's,peugeot 207 1.6 vti première airco navi 2010 grijs
volkswagen,caddy,22900,2018 ,126964.0,Werkendam,Noord-Brabant,Arjan Quartel Auto's,volkswagen caddy 2.0 tdi 102 pk aut higline alltrack led 2x
volvo,xc40,599,2022 ,3185.0,Veenendaal,Utrecht,ROS finance,volvo xc40 1.5 t3 164pk automaat r-design navigatie / panora
renault,trafic,17600,2018 ,69818.0,Barneveld,Gelderland,DUTCH Vans,renault trafic bestelbus 1.6dci 120pk lang edition+ | wit
bmw,x4,556,2017 ,121571.0,Veenendaal,Utrecht,ROS finance,bmw x4 xdrive20d 190pk high executive xline edition automaat
alfa romeo,stelvio,949,2021 ,18107.0,Veenendaal,Utrecht,ROS finance,alfa romeo stelvio 2.0 turbo 280pk awd ti automaat camera /
ford,kuga,562,2022 ,30.0,Veenendaal,Utrecht,ROS finance,ford kuga 2.5 hybride
peugeot,expert,13400,2017 ,183609.0,Barneveld,Gelderland,DUTCH Vans,peugeot expert bestelbus 1.6hdi xxl | werkplaatsinrichting |
dodge,ram,1304,2023 ,7.0,Veenendaal,Utrecht,ROS finance,dodge ram my23 limited night alle opties!
audi,tt,17500,2007 ,160000.0,Tiel,Gelderland,Robin,audi tt 3.2 v6 q roadster 184kw s-tr 2007 grijs full option
ford,focus,206,2019 ,109466.0,Veenendaal,Utrecht,ROS finance,ford focus 1.0 ecoboost business edition | carplay | navi |
volkswagen,transporter,18700,2017 ,193656.0,Barneveld,Gelderland,DUTCH Vans,volkswagen transporter bestelbus t6 2.0tdi 150pk dsg
ford,transit,15900,2018 ,101701.0,Langerak,Drenthe,Van der Wal Vans,ford transit connect l2 met sterke 101pk **benzine** motor e
aixam,coupe,11750,2017 ,26857.0,Zevenaar,Gelderland,Van Bindsbergen Minicars,aixam coupe sensation brommobiel | microcar | ligier | zgan
peugeot,expert,10900,2016 ,173445.0,Langerak,Drenthe,Van der Wal Vans,peugeot expert 2.0hdi 130pk l1h1 *rijklaar* airco | cruise |
renault,trafic,11800,nan,173445.0,Barneveld,Gelderland,DUTCH VANS,30 x renault trafic  airco cruise navi camera
volkswagen,touareg,13950,2008 ,181039.0,Nuenen,Noord-Brabant,Lindeman Auto's,volkswagen touareg 3.6 v6 fsi highline schuifdak automaat yo
ford,sc,226,2017 ,110375.0,Veenendaal,Utrecht,ROS finance,ford transit connect 1.5tdci 100pk lang / 3-persoons / 2x sc
toyota,yaris,313,2019 ,10601.0,Veenendaal,Utrecht,ROS finance,toyota yaris 1.5 vvt-i active automaat 10000km ! org. nederl
toyota,proace,19900,2020 ,89772.0,Langerak,Drenthe,Van der Wal Vans,toyota proace 1.5d-4d 100pk l2h1 euro6 *rijklaar* airco | cr
volkswagen,tiguan,818,2022 ,8486.0,Veenendaal,Utrecht,ROS finance,volkswagen tiguan 1.5 tsi 150pk dsg r-line |20inch|matrix le
opel,vivaro,281,2016 ,120950.0,Veenendaal,Utrecht,ROS finance,opel vivaro 1.6 cdti bi-turbo l2h1 sport
ford,fiesta,7499,2014 ,154792.0,Tilburg,Noord-Brabant,Car Store Tilburg,ford fiesta 1.0 ecoboost titanium 5drs/airco/navi/pdc/nap
volkswagen,transporter,292,2018 ,116679.0,Veenendaal,Utrecht,ROS finance,volkswagen transporter 2.0tdi 140pk lang / airconditioning /
land rover,rover,811,2018 ,90122.0,Veenendaal,Utrecht,ROS finance,land rover range rover velar 2.0 i4 250 pk turbo awd r-dynam
renault,master,23800,2020 ,85370.0,Langerak,Drenthe,Van der Wal Vans,renault master 2.3dci 136pk l3h3 nieuw model euro6 airco | h
renault,trafic,491,2022 ,28.0,Veenendaal,Utrecht,ROS finance,renault trafic 2.0 dci 130pk | l2h1 | dubbele cabine | trekh
ford,transit,23900,2020 ,89594.0,Langerak,Drenthe,Van der Wal Vans,ford transit custom 2.0tdci 130pk l2h1 euro6 airco | cruisec
bmw,cabrio,7249,2008 ,195176.0,Tilburg,Noord-Brabant,Car Store Tilburg,bmw 1-serie cabrio 118i executive pdc nap
dodge,ram,87950,2023 ,71.0,Almelo,Overijssel,RAM Dealer NL Sami Auto,dodge ram 1500 10th anniversary limited | indigo sea salt in
mazda,cx-3,349,2018 ,53213.0,Veenendaal,Utrecht,ROS finance,mazda cx-3 2.0 skyactiv-g 120 gt-m kizoku camera | hud | nie
renault,trafic,13750,2017 ,148676.0,Langerak,Drenthe,Van der Wal Vans,renault trafic 1.6dci l1h1 euro6 airco | navigatie | trekhaa
bmw,i3,447,2018 ,42330.0,Veenendaal,Utrecht,ROS finance,bmw i3 s iperformance 94ah 33 kwh | schuifdak | leder -a.s.
peugeot,207,3950,2008 ,112098.0,Oisterwijk,Noord-Brabant,els smit,super fijne peugeot 207 automaat
volkswagen,t-cross,428,2022 ,19896.0,Veenendaal,Utrecht,ROS finance,volkswagen t-cross 1.5 tsi 150 pk highline style + plus aut
mercedes,vito,270,2016 ,133508.0,Veenendaal,Utrecht,ROS finance,mercedes-benz vito 114cdi 140pk lang / cruisecontrol / trekh
kia ,sportage,472,2022 ,8906.0,Veenendaal,Utrecht,ROS finance,kia sportage 1.6 t-gdi dynamicline 150pk virtual xl navi cam
peugeot,partner,7450,2014 ,169391.0,Emmen,Overijssel,Hans Automotive,peugeot partner 1.6 e-hdi cruise airco pdc navigatie €167pm
ford,transit,20700,2018 ,54953.0,Barneveld,Gelderland,DUTCH Vans,ford transit bestelbus 2.0tdci 130pk l3h2 | wit
mercedes,h2,18800,2016 ,191700.0,Heel Nederland,In every province,Action Lease,mercedes-benz sprinter l2 h2 2016 €268 per maand
mercedes,vito,391,2017 ,127858.0,Veenendaal,Utrecht,ROS finance,mercedes-benz vito 111 cdi functional lang *sport edition* |
mitsubishi,outlander,318,2015 ,178128.0,Veenendaal,Utrecht,ROS finance,mitsubishi outlander 2.0 phev instyle vol leer navic 360 cam
mazda,cx-5,559,2022 ,4617.0,Veenendaal,Utrecht,ROS finance,mazda cx-5 2.0 skyactiv-g 165 homura blackline pack leer/alc
volkswagen,polo,2499,2008 ,270446.0,Cothen,Utrecht,Vernooij Automotive,volkswagen polo 1.4-16v comfortline nwapk airco cruise 5deur
mercedes,vito,480,2017 ,174968.0,Veenendaal,Utrecht,ROS finance,mercedes-benz vito 114 cdi lang dc comfort | dubbele schuifd
jaguar,xf,12500,2008 ,174000.0,Grubbenvorst,Limburg,d-vision,jaguar xf 3.0 v6 premium luxury top conditie + extra’s
volkswagen,transporter,7800,2002 ,217828.0,Barneveld,Gelderland,DUTCH Vans,volkswagen transporter dubbele-cabine 2.5tdi dubbele cabine
volkswagen,golf,25450,2016 ,138979.0,Franeker,Fryslân,Auto Synyco BV,volkswagen golf 2.0 tsi dsg r 4motion 450 pk i milltek stage
porsche,cayenne,15950,2005 ,250009.0,Beneden-Leeuwen,Gelderland,HDS-Trading,porsche cayenne 4.5 turbo tiptronic s 2005 zwart
ford,transit,15850,2018 ,101228.0,Emmen,Overijssel,Hans Automotive,ford transit connect 230 l2 1.5 airco pdc start/stop €273pm
porsche,boxster,62950,2016 ,153320.0,Beneden-Leeuwen,Gelderland,HDS-Trading,porsche boxster 2.7 pdk 2016 zwart black edition
volkswagen,t-roc,28940,2018 ,81774.0,Someren,Noord-Brabant,Multi Auto,volkswagen t-roc 2.0 tsi 4motion sport 190pk dsg panodak | v
volvo,s60,2750,2008 ,442167.0,Zwolle,Gelderland,Manoj,volvo s60 2.4 d 2008 grijs | 185pk | 400nm koppel | ricatune
peugeot,308,5250,2014 ,314606.0,Ingen,Gelderland,Autobedrijf Heuvelrug,peugeot 308 sw 1.6 bluehdi blue lease executive pano
volkswagen,caddy,10000,2016 ,760834.0,Uden,Noord-Brabant,T-4U Uden,"volkswagen caddy 2.0 tdi, highline, xenon, stoelverwarming"
citroen,c5,950,2007 ,233000.0,Amsterdam,Noord-Holland,Ruud,citroen c5 1.6 hdif 16v break 2007 grijs
renault,clio,3499,2008 ,91827.0,Soesterberg,Utrecht,Occasion Center de Vries B.V.,renault clio 1.2-16v airco radio/usb nieuwe apk
seat,leon,28890,2021 ,52524.0,Someren,Noord-Brabant,Multi Auto,seat leon 1.4 tsi ehybrid phev plug-in xcellence 204pk | vir
ford,transit,420,2014 ,136116.0,Heel Nederland,In every province,Regeljelease.nl,ford transit custom | 290 2.2 tdci l1h1 limited dc
kia ,niro,27890,2019 ,41272.0,Someren,Noord-Brabant,Multi Auto,kia niro 1.6 gdi phev dynamicline plug in hybrid 1e eigenaar
volkswagen,polo,10999,2017 ,134351.0,Tilburg,Noord-Brabant,Car Store Tilburg,volkswagen polo 1.0 tsi bluemotion edition 5drs/navi/pdc/nap
jeep,cherokee,36450,2017 ,63929.0,Zwaag,Noord-Holland,Garage De Waag,jeep grand cherokee 3.0 crd summit
peugeot,308,2295,2007 ,233110.0,Oudega,Fryslân,Gerard,peugeot 308 1.6 thp 150 5-drs 2007 blauw
ford,transit,12950,2016 ,38657.0,Emmen,Overijssel,Hans Automotive,ford transit courier 1.0 ambiente elekpakket trekhaak €226pm
toyota,proace,304,2019 ,101627.0,Langerak,Drenthe,Van der Wal Vans,toyota proace 1.5d-4d 100pk l2h1 euro6 *rijklaar* airco | cr
volvo,v70,3100,2001 ,276500.0,'s-Gravenhage,Zuid-Holland,Daniel,volvo v70 2.4 170pk aut 2001 groen
volkswagen,golf,14380,2015 ,74838.0,Someren,Noord-Brabant,Multi Auto,volkswagen golf sportsvan 1.2 tsi comfortline 110pk | naviga
bmw,3-serie,13995,2010 ,236151.0,Sappemeer,Groningen,Automotive Midden Groningen,bmw 3-serie touring 335i executive / 306pk+ / m-sport / nap
peugeot,boxer,23900,2020 ,150795.0,Langerak,Drenthe,Van der Wal Vans,peugeot boxer 2.2bluehdi 140pk l4h2 euro6 airco | camera | n
volvo,v70,4995,2010 ,300933.0,Sappemeer,Groningen,Automotive Midden Groningen,volvo v70 2.0d summum / airco / xenon / luxe
volkswagen,polo,4500,2008 ,150000.0,Goirle,Noord-Brabant,Joep,volkswagen polo 1.2 51kw 2008 blauw
volkswagen,tiguan,11500,2011 ,158016.0,Borculo,Gelderland,Best Car Provider,volkswagen tiguan sport & style - 1.4 tsi 4m - 1 jaar apk -
nissan,xe,16700,2013 ,139168.0,Heel Nederland,In every province,Finalease.nl,nissan navara 2.5 dci xe 191pk airco cruise nav trekh €341pm
renault,clio,2745,2009 ,214276.0,Schoonebeek,Drenthe,Auto Hoff,renault clio 1.2 tce collection | airco | cruise control | l
mini,clubman,5445,2010 ,222358.0,Schoonebeek,Drenthe,Auto Hoff,mini clubman 1.6 cooper salt | autom. airco | elektr. ramen
mini,mini,34500,2020 ,8007.0,Montfoort,Utrecht,Drive Unique,"mini mini electric yours, 2000,- subsidie, panoramadak, keyl"
volkswagen,caddy,323,2017 ,90280.0,Heel Nederland,In every province,Regeljelease.nl,volkswagen caddy | 2.0tdi 150pk dv-edition / lederen bekledi
opel,vivaro,431,2022 ,8371.0,Veenendaal,Utrecht,ROS finance,opel vivaro 2.0 cdti l3h1 edition 0652 | 3-zits| airco|navi|
audi,quattro,22840,2016 ,121128.0,Eindhoven,Noord-Brabant,Olivièr Automotive,audi s1 sportback 2.0 tfsi s1/a1 quattro pro line plus
volvo,xc60,555,2018 ,122773.0,Veenendaal,Utrecht,ROS finance,volvo xc60 2.0 d4 awd 190 pk aut8 inscription + luchtvering
peugeot,expert,7800,2013 ,176544.0,Barneveld,Gelderland,DUTCH Vans,peugeot expert bestelbus 2.0hdi 130pk lang profit+ | zilver
mercedes,vito,444,2016 ,168902.0,Veenendaal,Utrecht,ROS finance,mercedes-benz vito 119 cdi bluetec | automaat | lang | black
renault,trafic,211,2019 ,203673.0,Veenendaal,Utrecht,ROS finance,renault trafic 1.6 dci 120pk euro 6 - airco - navi - cruise
renault,master,34508,2019 ,134779.0,IJsselstein,Utrecht,DTC Lease,"renault master | bestelwagen| occasions| v.a. €345,08 p.m."
ford,transit,203,2016 ,171248.0,Veenendaal,Utrecht,ROS finance,ford transit custom 2.2 tdci 125pk l2 dubbele schuifdeur - a
ford,transit,292,2018 ,128879.0,Veenendaal,Utrecht,ROS finance,ford transit custom 2.0tdci 131pk trekhaak 2.500kg / aircond
renault,trafic,407,2021 ,34064.0,Veenendaal,Utrecht,ROS finance,renault trafic 2.0 dci 145pk l2h1 l automaat l 2x schuifdeur
opel,insignia,4000,2009 ,411994.0,Oosterzee,Fryslân,Sher,opel insignia 2.0 cdti 96kw 4-drs aut 2009 grijs
volkswagen,crafter,33900,2021 ,29298.0,Langerak,Drenthe,Van der Wal Vans,volkswagen crafter 3.140 l4h3 (oude l3h2) 140pk euro6 rijkla
peugeot,partner,333,2019 ,80510.0,Heel Nederland,In every province,Regeljelease.nl,peugeot partner | 1.5 hdi 130 pk aut. l2 premium lmv/ pdc/ s
toyota,proace,14750,2017 ,123198.0,Emmen,Overijssel,Hans Automotive,toyota proace 1.6d l2 cruise control elektrpak 3pers €255pm
mercedes,vito,179,nan,123198.0,Haarlem,Noord-Holland,Auto Service Haarlem B.V.,flexlease ---> ! 25x mercedes vito - ook dubbele cabine
bmw,2,22970,2017 ,62626.0,Someren,Noord-Brabant,Multi Auto,bmw 2 serie active tourer 225xe iperformance high executive
peugeot,308,17450,2019 ,97842.0,Vlaardingen,Zuid-Holland,Herman,peugeot 308 1.2 puretech 131pk  2019 grijs blue lease premiu
porsche,panamera,29250,2011 ,155000.0,Goes,Zeeland,asl,porsche panamera 3.6 4 pdk 2011 grijs
volkswagen,crafter,33900,2021 ,29298.0,Langerak,Drenthe,Van der Wal Vans,volkswagen crafter 3.140 l4h3 (oude l3h2) 140pk euro6 rijkla
dodge,ram,21950,2012 ,210000.0,Onstwedde,Groningen,Herder caravans,dodge ram 1500 sport
volkswagen,tiguan,34440,2020 ,47001.0,Someren,Noord-Brabant,Multi Auto,volkswagen tiguan allspace 1.5 tsi comfortline business 150p
ford,galaxy,22970,2016 ,79764.0,Someren,Noord-Brabant,Multi Auto,ford galaxy 1.5 titanium 7 persoons 160pk | dealer o.h. | |
mercedes,h2,14700,2012 ,230520.0,Heel Nederland,In every province,Action Lease,mercedes-benz sprinter l2 h2 2012 €224 per maand
volkswagen,up!,5750,2012 ,184401.0,Winterswijk,Gelderland,APK Scholten,volkswagen up! 1.0 move up! (nieuwe distributie riem)
citroen,c3,5995,2012 ,126981.0,Hardenberg,Overijssel,Hakkers,citroen c3 1.4i 75pk 2012 wit
volkswagen,up!,10400,2019 ,79740.0,Tiel,Gelderland,RoBo Automotive,volkswagen up! 1.0 bmt move up! | nap | btw | airco | blueto
porsche,cayenne,9950,2005 ,272827.0,Hengelo,Gelderland,TLB Automotive,porsche cayenne 4.5v8/turbo/tiptronic s/451 pk/youngtimer !!
audi,a3,15999,2013 ,138357.0,Veen,Noord-Brabant,Van Der Linden Auto's,audi a3 sportback 1.4 tfsi pro line plus l automaat l sportp
volkswagen,golf,46950,2021 ,44396.0,'s-Hertogenbosch,Noord-Brabant,Autobedrijf Rietvelden,volkswagen golf 2.0 tsi gti clubsport nürburgring pano hud!
volkswagen,golf,18950,2013 ,134820.0,'s-Hertogenbosch,Noord-Brabant,Autobedrijf Rietvelden,volkswagen golf 7 2.0 tsi gti performance mat carbon rodegor
ford,ranger,780,2021 ,55055.0,Heel Nederland,In every province,Regeljelease.nl,ford ranger | raptor 213 pk 4wd 10 traps aut!
skoda,octavia,14999,2014 ,109000.0,Schiedam,Zuid-Holland,K,skoda octavia 1.4 tsi 140pk automaat dsg-7 2014 combi
ford,transit,14750,2017 ,203473.0,Langerak,Drenthe,Van der Wal Vans,ford transit custom 2.0tdci 131pk l1h1 dubbele cabine euro6
volvo,v70,5999,2006 ,267342.0,Mariahout,Noord-Brabant,Mari Donkers autos,volvo v70 2.4 edition 2006 nav clima tr.h youngt leer 5999 e
jaguar,xj,3555,2000 ,299555.0,Nederhorst den Berg,Noord-Holland,ben,jaguar xj 3.2 executive v8 revisie bak inruil boot /auto m.
volkswagen,gti,26500,2019 ,50900.0,Drunen,Noord-Brabant,Varias Cars,volkswagen polo 2.0 tsi gti pano pdc vol opties 2 jaar garan
volkswagen,polo,15495,2018 ,65985.0,Drunen,Noord-Brabant,Varias Cars,volkswagen polo 1.0 comfortline ful navi alcantara veel opti
peugeot,expert,11700,2016 ,158539.0,Barneveld,Gelderland,DUTCH Vans,peugeot expert bestelbus 1.6 bluehdi 95 pro | airco | cruise
mercedes,sprinter,14700,2012 ,230520.0,Barneveld,Gelderland,DUTCH Vans,mercedes-benz sprinter bestelbus 319 3.0v6 cdi automaat l2h2
volkswagen,caddy,12650,2015 ,87919.0,Emmen,Overijssel,Hans Automotive,volkswagen caddy 1.6 tdi | airco pdc cruise control kasten
ford,transit,14950,2017 ,216493.0,Emmen,Overijssel,Hans Automotive,ford transit 350 2.0 | postnl bus | airco cruise pdc €235pm
volkswagen,polo,10999,2015 ,178261.0,Arnhem,Gelderland,Start Auto's,volkswagen polo 1.2 tsi highline | dsg | led | cruise
